type,idx,folio,pos,token,tok_freq,partner,partner_freq
B,90.va.1,90,20,"c^c,c,c,9",137,"cc,c,c,9",160
B,90.va.1,90,23,"cc,c,c,a,Z",2,"c^c,c,c,a,Z",2
A,90.va.1,90,24,"cc,9",131,"c^c,c,9",257
B,90.va.1,90,24,"cc,9",131,"c^c,9",82
B,90.va.1,90,25,"c^c,9",82,"cc,9",131
A,90.va.1,90,26,"M,cc,o,8,9",7,"M,c^c,c,o,8,9",2
A,90.va.1,90,28,"M,cc,o,2",3,"M,c^c,c,o,2",1
B,90.va.2,90,0,"M,cc,c,o,8,9",5,"M,c^c,c,o,8,9",2
A,90.va.2,90,3,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,90.va.2,90,3,"cc,c,o,x",152,"c^c,c,o,x",96
A,90.va.2,90,4,"cc,o,2",33,"c^c,c,o,2",13
B,90.va.2,90,4,"cc,o,2",33,"c^c,o,2",9
A,90.va.2,90,7,"c^c,c,o,x",96,"cc,o,x",349
B,90.va.2,90,7,"c^c,c,o,x",96,"cc,c,o,x",152
A,90.va.2,90,10,"c^c,c,a,x",16,"cc,a,x",46
B,90.va.2,90,10,"c^c,c,a,x",16,"cc,c,a,x",31
A,90.va.2,90,11,"c^c,c,9",257,"cc,9",131
B,90.va.2,90,11,"c^c,c,9",257,"cc,c,9",322
A,90.va.2,90,14,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,90.va.2,90,14,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
A,90.va.2,90,18,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,90.va.2,90,18,"cc,o,8,9",83,"c^c,o,8,9",51
A,90.va.2,90,20,"c^c,c,9",257,"cc,9",131
B,90.va.2,90,20,"c^c,c,9",257,"cc,c,9",322
A,90.va.2,90,22,"c^c,c,c,o,x",14,"cc,c,o,x",152
B,90.va.2,90,22,"c^c,c,c,o,x",14,"cc,c,c,o,x",10
A,90.va.2,90,23,"c^c,c,o,x",96,"cc,o,x",349
B,90.va.2,90,23,"c^c,c,o,x",96,"cc,c,o,x",152
A,90.va.2,90,24,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,90.va.2,90,24,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,90.va.2,90,26,"c^c,c,o,c,M,9",1,"cc,o,c,M,9",3
A,90.va.2,90,28,"cc,o,8,a,Z",13,"c^c,c,o,8,a,Z",1
A,90.va.2,90,29,"cc,o,Q",15,"c^c,c,o,Q",4
B,90.va.2,90,29,"cc,o,Q",15,"c^c,o,Q",5
A,90.va.2,90,32,"4,o,N,cc,9",64,"4,o,N,c^c,c,9",7
B,90.va.2,90,32,"4,o,N,cc,9",64,"4,o,N,c^c,9",9
A,90.vb.1,90,1,"cc,o,8,a,Z",13,"c^c,c,o,8,a,Z",1
B,90.vb.1,90,4,"c^c,o,x",163,"cc,o,x",349
A,90.vb.1,90,7,"c^c,c,9",257,"cc,9",131
B,90.vb.1,90,7,"c^c,c,9",257,"cc,c,9",322
A,90.vb.1,90,8,"cc,c,o",67,"c^c,c,c,o",9
B,90.vb.1,90,8,"cc,c,o",67,"c^c,c,o",40
B,90.vb.1,90,10,"cc,c,o,N,c,c,9",6,"c^c,c,o,N,c,c,9",1
B,90.vb.1,90,11,"M,c^c,o,Z",4,"M,cc,o,Z",17
A,90.vb.1,90,12,"o,x,c^c,c,o,8",1,"o,x,cc,o,8",1
B,90.vb.1,90,21,"c^c,o,8,9",51,"cc,o,8,9",83
A,90.vb.1,90,24,"cc,o,x",349,"c^c,c,o,x",96
B,90.vb.1,90,24,"cc,o,x",349,"c^c,o,x",163
A,90.vb.1,90,32,"c^c,c,o,Z",41,"cc,o,Z",212
B,90.vb.1,90,32,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,90.vb.1,90,35,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,90.vb.1,90,35,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
B,90.vb.1,90,38,"o,x,cc,c,c,9",12,"o,x,c^c,c,c,9",4
B,90.vb.1,90,41,"8,cc,c,c,9",10,"8,c^c,c,c,9",9
B,90.vb.1,90,48,"o,x,cc,c,c,9",12,"o,x,c^c,c,c,9",4
B,90.vb.1,90,49,"c^c,?",1,"cc,?",2
A,90.vb.1,90,53,"c^c,c,o,x",96,"cc,o,x",349
B,90.vb.1,90,53,"c^c,c,o,x",96,"cc,c,o,x",152
A,90.vb.2,90,1,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,90.vb.2,90,1,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
B,90.vb.2,90,3,"c^c,o,N,o,x",4,"cc,o,N,o,x",3
A,90.vb.2,90,13,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,90.vb.2,90,13,"cc,c,o,x",152,"c^c,c,o,x",96
A,90.vb.2,90,14,"cc,o,x",349,"c^c,c,o,x",96
B,90.vb.2,90,14,"cc,o,x",349,"c^c,o,x",163
A,90.vb.2,90,16,"c^c,c,o,Z",41,"cc,o,Z",212
B,90.vb.2,90,16,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,90.vb.2,90,26,"cc,c,o,2",28,"c^c,c,c,o,2",1
B,90.vb.2,90,26,"cc,c,o,2",28,"c^c,c,o,2",13
A,90.vb.2,90,28,"cc,c,o,2",28,"c^c,c,c,o,2",1
B,90.vb.2,90,28,"cc,c,o,2",28,"c^c,c,o,2",13
A,90.vb.2,90,34,"c^c,c,o,x",96,"cc,o,x",349
B,90.vb.2,90,34,"c^c,c,o,x",96,"cc,c,o,x",152
A,93.r.1,93,10,"cc,o,x",349,"c^c,c,o,x",96
B,93.r.1,93,10,"cc,o,x",349,"c^c,o,x",163
A,93.r.1,93,13,"c^c,c,o",40,"cc,o",70
B,93.r.1,93,13,"c^c,c,o",40,"cc,c,o",67
B,93.r.1,93,19,"8,c^c,o",9,"8,cc,o",6
A,93.r.1,93,24,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,93.r.1,93,24,"cc,o,8,9",83,"c^c,o,8,9",51
B,93.r.1,93,29,"c^c,o,M,o,x",3,"cc,o,M,o,x",5
B,93.r.1,93,31,"c^c,o,8,9",51,"cc,o,8,9",83
A,93.r.1,93,36,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,93.r.1,93,36,"cc,o,8,9",83,"c^c,o,8,9",51
B,93.r.1,93,41,"cc,o,8,a,n",7,"c^c,o,8,a,n",3
A,93.r.1,93,45,"cc,o",70,"c^c,c,o",40
B,93.r.1,93,45,"cc,o",70,"c^c,o",115
A,93.r.1,93,47,"cc,o,x",349,"c^c,c,o,x",96
B,93.r.1,93,47,"cc,o,x",349,"c^c,o,x",163
B,93.r.1,93,49,"c^c,o,Z",87,"cc,o,Z",212
B,93.r.1,93,50,"c^c,o,x",163,"cc,o,x",349
A,93.r.1,93,52,"cc,c,o,8,a,m",10,"c^c,c,c,o,8,a,m",1
B,93.r.1,93,52,"cc,c,o,8,a,m",10,"c^c,c,o,8,a,m",3
A,93.r.1,93,55,"c^c,c,c,o,8,9",2,"cc,c,o,8,9",79
B,93.r.1,93,55,"c^c,c,c,o,8,9",2,"cc,c,c,o,8,9",9
A,93.r.1,93,56,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,93.r.1,93,56,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
A,93.r.1,93,64,"cc,c,9",322,"c^c,c,c,9",137
B,93.r.1,93,64,"cc,c,9",322,"c^c,c,9",257
A,93.r.1,93,66,"cc,c,a,x",31,"c^c,c,c,a,x",1
B,93.r.1,93,66,"cc,c,a,x",31,"c^c,c,a,x",16
A,93.r.1,93,72,"c^c,c,o",40,"cc,o",70
B,93.r.1,93,72,"c^c,c,o",40,"cc,c,o",67
A,93.r.1,93,76,"c^c,c,9",257,"cc,9",131
B,93.r.1,93,76,"c^c,c,9",257,"cc,c,9",322
B,93.r.1,93,79,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
A,93.r.1,93,80,"4,o,M,cc,9",61,"4,o,M,c^c,c,9",5
B,93.r.1,93,80,"4,o,M,cc,9",61,"4,o,M,c^c,9",5
A,93.r.1,93,81,"N,cc,o,x",24,"N,c^c,c,o,x",2
B,93.r.1,93,81,"N,cc,o,x",24,"N,c^c,o,x",2
A,93.r.1,93,83,"9,cc,c,9",15,"9,c^c,c,c,9",8
B,93.r.1,93,83,"9,cc,c,9",15,"9,c^c,c,9",11
A,93.r.1,93,86,"cc,2",15,"c^c,c,2",4
B,93.r.1,93,86,"cc,2",15,"c^c,2",1
A,93.r.1,93,87,"o,cc,o,x",2,"o,c^c,c,o,x",1
B,93.r.1,93,87,"o,cc,o,x",2,"o,c^c,o,x",1
B,93.r.1,93,88,"c^c,o,8,a,x",3,"cc,o,8,a,x",5
B,93.r.1,93,91,"cc,o,c^c,9",3,"cc,o,cc,9",4
B,93.r.1,93,91,"cc,o,c^c,9",3,"c^c,o,c^c,9",2
B,93.r.1,93,98,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
B,93.r.1,93,99,"c^c,o,8,9",51,"cc,o,8,9",83
B,93.r.1,93,100,"M,cc,o,Z",17,"M,c^c,o,Z",4
B,93.r.1,93,101,"c^c,o,x",163,"cc,o,x",349
A,93.r.1,93,103,"c^c,c,o,N,9",7,"cc,o,N,9",37
B,93.r.1,93,103,"c^c,c,o,N,9",7,"cc,c,o,N,9",8
A,93.r.1,93,104,"9,cc,o,c,N,c,9",1,"9,c^c,c,o,c,N,c,9",1
B,93.r.1,93,108,"c^c,o,x",163,"cc,o,x",349
A,93.r.1,93,110,"c^c,c,M,c,9",34,"cc,M,c,9",1
B,93.r.1,93,110,"c^c,c,M,c,9",34,"cc,c,M,c,9",85
B,93.r.1,93,111,"N,cc,o,Z",20,"N,c^c,o,Z",2
B,93.r.1,93,117,"c^c,o,8,9",51,"cc,o,8,9",83
B,93.r.1,93,120,"cc,o,M,c,9",3,"c^c,o,M,c,9",1
B,93.r.1,93,124,"c^c,o,8,9",51,"cc,o,8,9",83
A,93.r.1,93,126,"M,cc,o,2",3,"M,c^c,c,o,2",1
A,93.r.1,93,129,"cc,c,o",67,"c^c,c,c,o",9
B,93.r.1,93,129,"cc,c,o",67,"c^c,c,o",40
A,93.r.1,93,132,"9,cc,o,Z",14,"9,c^c,c,o,Z",4
B,93.r.1,93,132,"9,cc,o,Z",14,"9,c^c,o,Z",3
A,93.r.1,93,134,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,93.r.1,93,134,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
B,93.r.1,93,141,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
A,93.r.1,93,142,"4,o,N,cc,o",11,"4,o,N,c^c,c,o",1
A,93.r.1,93,145,"cc,o,x",349,"c^c,c,o,x",96
B,93.r.1,93,145,"cc,o,x",349,"c^c,o,x",163
A,93.r.1,93,147,"o,x,cc,o,8",1,"o,x,c^c,c,o,8",1
B,93.r.1,93,149,"cc,o,N,a,x",5,"c^c,o,N,a,x",3
B,93.v.1,93,3,"o,P2,cc,o,8,9",2,"o,P2,c^c,o,8,9",1
A,93.v.1,93,5,"o,P2,cc,9",15,"o,P2,c^c,c,9",1
B,93.v.1,93,8,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
B,93.v.1,93,11,"4,o,M,cc,o,x",14,"4,o,M,c^c,o,x",1
A,93.v.1,93,18,"8,cc,o,2",2,"8,c^c,c,o,2",1
A,93.v.1,93,19,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,93.v.1,93,19,"cc,o,8,9",83,"c^c,o,8,9",51
A,93.v.1,93,22,"cc,c,o,8,a,m",10,"c^c,c,c,o,8,a,m",1
B,93.v.1,93,22,"cc,c,o,8,a,m",10,"c^c,c,o,8,a,m",3
B,93.v.1,93,29,"c^c,o,x",163,"cc,o,x",349
B,93.v.1,93,30,"c^c,8,cc,9",1,"cc,8,cc,9",1
B,93.v.1,93,31,"4,o,N,cc,o,x",18,"4,o,N,c^c,o,x",1
A,93.v.1,93,33,"cc,o,x",349,"c^c,c,o,x",96
B,93.v.1,93,33,"cc,o,x",349,"c^c,o,x",163
A,93.v.1,93,34,"cc,o,x",349,"c^c,c,o,x",96
B,93.v.1,93,34,"cc,o,x",349,"c^c,o,x",163
B,93.v.1,93,36,"9,N,cc,9",19,"9,N,c^c,9",2
B,93.v.1,93,38,"M,c^c,o,N,9",1,"M,cc,o,N,9",2
B,93.v.1,93,40,"4,o,M,cc,o,x",14,"4,o,M,c^c,o,x",1
A,93.v.1,93,42,"8,cc,o,Q",2,"8,c^c,c,o,Q",1
A,93.v.1,93,46,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,93.v.1,93,46,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
A,93.v.1,93,52,"cc,N,c,c,9",13,"c^c,c,N,c,c,9",16
B,93.v.1,93,52,"cc,N,c,c,9",13,"c^c,N,c,c,9",2
B,93.v.1,93,59,"9,N,cc,c,c,9",1,"9,N,c^c,c,c,9",1
B,93.v.1,93,61,"M,cc,o,8,a,m",4,"M,c^c,o,8,a,m",1
B,93.v.1,93,63,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
A,93.v.1,93,65,"8,cc,o",6,"8,c^c,c,o",3
B,93.v.1,93,65,"8,cc,o",6,"8,c^c,o",9
A,93.v.1,93,66,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,93.v.1,93,66,"cc,o,8,9",83,"c^c,o,8,9",51
A,93.v.1,93,68,"c^c,c,o,x",96,"cc,o,x",349
B,93.v.1,93,68,"c^c,c,o,x",96,"cc,c,o,x",152
A,93.v.1,93,70,"o,N,cc,c,9",28,"o,N,c^c,c,c,9",2
B,93.v.1,93,70,"o,N,cc,c,9",28,"o,N,c^c,c,9",10
A,93.v.1,93,72,"8,c^c,c,o,Q",1,"8,cc,o,Q",2
A,93.v.1,93,76,"cc,c,o,8,a,Z",4,"c^c,c,c,o,8,a,Z",2
B,93.v.1,93,76,"cc,c,o,8,a,Z",4,"c^c,c,o,8,a,Z",1
B,93.v.1,93,77,"o,N,c^c,o",5,"o,N,cc,o",7
A,93.v.1,93,78,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,93.v.1,93,78,"cc,o,8,9",83,"c^c,o,8,9",51
A,93.v.1,93,79,"o,N,cc,c,9",28,"o,N,c^c,c,c,9",2
B,93.v.1,93,79,"o,N,cc,c,9",28,"o,N,c^c,c,9",10
A,93.v.1,93,85,"9,cc,o,x",12,"9,c^c,c,o,x",2
B,93.v.1,93,85,"9,cc,o,x",12,"9,c^c,o,x",2
A,93.v.1,93,86,"cc,2",15,"c^c,c,2",4
B,93.v.1,93,86,"cc,2",15,"c^c,2",1
B,93.v.1,93,89,"cc,c,c,o,x",10,"c^c,c,c,o,x",14
B,94.r.1,94,2,"cc,c,8,a,m",26,"c^c,c,8,a,m",8
A,94.r.1,94,3,"8,c^c,c,c,8,9",4,"8,cc,c,8,9",23
B,94.r.1,94,3,"8,c^c,c,c,8,9",4,"8,cc,c,c,8,9",3
A,94.r.1,94,9,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,94.r.1,94,9,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
B,94.r.1,94,22,"c^c,8,9",41,"cc,8,9",130
B,94.r.1,94,28,"c^c,o,Z",87,"cc,o,Z",212
A,94.r.1,94,30,"o,x,N,cc,8,9",4,"o,x,N,c^c,c,8,9",1
B,94.r.1,94,30,"o,x,N,cc,8,9",4,"o,x,N,c^c,8,9",1
B,94.r.1,94,31,"cc,c,c,8,9",56,"c^c,c,c,8,9",77
A,94.r.1,94,33,"cc,c,8",21,"c^c,c,c,8",5
B,94.r.1,94,33,"cc,c,8",21,"c^c,c,8",14
A,94.r.1,94,36,"cc,o,x",349,"c^c,c,o,x",96
B,94.r.1,94,36,"cc,o,x",349,"c^c,o,x",163
A,94.r.1,94,40,"cc,c,N,a,Z",6,"c^c,c,c,N,a,Z",1
B,94.r.1,94,40,"cc,c,N,a,Z",6,"c^c,c,N,a,Z",2
A,94.r.1,94,50,"4,o,M,cc,8,9",20,"4,o,M,c^c,c,8,9",3
B,94.r.1,94,50,"4,o,M,cc,8,9",20,"4,o,M,c^c,8,9",3
A,94.r.1,94,52,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,94.r.1,94,52,"cc,c,8,9",487,"c^c,c,8,9",417
B,94.r.1,94,55,"cc,c,N,c,a,m",3,"c^c,c,N,c,a,m",1
A,94.r.1,94,56,"cc,N",1,"c^c,c,N",10
B,94.r.1,94,58,"P2,cc,c,8,a,Z",10,"P2,c^c,c,8,a,Z",1
A,94.r.1,94,61,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,94.r.1,94,61,"cc,c,o,Z",77,"c^c,c,o,Z",41
A,94.r.1,94,71,"cc,8,9",130,"c^c,c,8,9",417
B,94.r.1,94,71,"cc,8,9",130,"c^c,8,9",41
A,94.r.1,94,74,"cc,9",131,"c^c,c,9",257
B,94.r.1,94,74,"cc,9",131,"c^c,9",82
A,94.r.1,94,78,"cc,8,9",130,"c^c,c,8,9",417
B,94.r.1,94,78,"cc,8,9",130,"c^c,8,9",41
A,94.r.1,94,79,"8,9,M,cc,8,9",1,"8,9,M,c^c,c,8,9",1
A,94.v.1,94,0,"N,c^c,c,8,9",7,"N,cc,8,9",21
B,94.v.1,94,0,"N,c^c,c,8,9",7,"N,cc,c,8,9",24
A,94.v.1,94,1,"cc,c,8,a,Z",33,"c^c,c,c,8,a,Z",1
B,94.v.1,94,1,"cc,c,8,a,Z",33,"c^c,c,8,a,Z",8
A,94.v.1,94,2,"cc,a,Z",72,"c^c,c,a,Z",23
B,94.v.1,94,2,"cc,a,Z",72,"c^c,a,Z",33
A,94.v.1,94,3,"4,o,N,cc,c,8,9",37,"4,o,N,c^c,c,c,8,9",1
B,94.v.1,94,3,"4,o,N,cc,c,8,9",37,"4,o,N,c^c,c,8,9",10
A,94.v.1,94,15,"9,c^c,c,8,9",7,"9,cc,8,9",1
B,94.v.1,94,15,"9,c^c,c,8,9",7,"9,cc,c,8,9",11
A,94.v.1,94,16,"cc,8,a,m",15,"c^c,c,8,a,m",8
B,94.v.1,94,16,"cc,8,a,m",15,"c^c,8,a,m",4
A,94.v.1,94,20,"cc,8,9",130,"c^c,c,8,9",417
B,94.v.1,94,20,"cc,8,9",130,"c^c,8,9",41
A,94.v.1,94,23,"8,cc,8,9",9,"8,c^c,c,8,9",34
B,94.v.1,94,23,"8,cc,8,9",9,"8,c^c,8,9",2
A,94.v.1,94,25,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,94.v.1,94,25,"o,M,cc,9",40,"o,M,c^c,9",4
A,94.v.1,94,27,"4,o,N,cc,8,9",44,"4,o,N,c^c,c,8,9",10
B,94.v.1,94,27,"4,o,N,cc,8,9",44,"4,o,N,c^c,8,9",4
A,94.v.1,94,29,"o,N,cc,9",26,"o,N,c^c,c,9",10
B,94.v.1,94,29,"o,N,cc,9",26,"o,N,c^c,9",10
A,94.v.2,94,1,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,94.v.2,94,1,"cc,c,8,9",487,"c^c,c,8,9",417
B,94.v.2,94,2,"4,o,N,c^c,8",3,"4,o,N,cc,8",4
A,94.v.2,94,3,"o,N,cc,8,9",19,"o,N,c^c,c,8,9",4
B,94.v.2,94,3,"o,N,cc,8,9",19,"o,N,c^c,8,9",1
B,94.v.2,94,6,"M,cc,o,Z",17,"M,c^c,o,Z",4
A,94.v.2,94,11,"o,P2,cc,8,9",17,"o,P2,c^c,c,8,9",3
B,94.v.2,94,11,"o,P2,cc,8,9",17,"o,P2,c^c,8,9",1
A,94.v.2,94,12,"o,P2,cc,8,9",17,"o,P2,c^c,c,8,9",3
B,94.v.2,94,12,"o,P2,cc,8,9",17,"o,P2,c^c,8,9",1
A,94.v.2,94,16,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,94.v.2,94,16,"o,M,cc,9",40,"o,M,c^c,9",4
A,94.v.2,94,20,"c^c,c,9",257,"cc,9",131
B,94.v.2,94,20,"c^c,c,9",257,"cc,c,9",322
B,94.v.3,94,0,"P2,cc,c,8,a,m",3,"P2,c^c,c,8,a,m",1
A,94.v.3,94,1,"c^c,c,o,c,M,c,9",2,"cc,o,c,M,c,9",18
B,94.v.3,94,1,"c^c,c,o,c,M,c,9",2,"cc,c,o,c,M,c,9",4
A,94.v.3,94,5,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,94.v.3,94,5,"o,M,cc,9",40,"o,M,c^c,9",4
A,94.v.3,94,6,"4,o,M,cc,9",61,"4,o,M,c^c,c,9",5
B,94.v.3,94,6,"4,o,M,cc,9",61,"4,o,M,c^c,9",5
A,94.v.3,94,12,"4,o,N,c^c,c,9",7,"4,o,N,cc,9",64
B,94.v.3,94,12,"4,o,N,c^c,c,9",7,"4,o,N,cc,c,9",25
A,94.v.3,94,22,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,94.v.3,94,22,"cc,c,c,9",160,"c^c,c,c,9",137
B,94.v.3,94,24,"c^c,o",115,"cc,o",70
A,94.v.3,94,31,"c^c,c,M,cc,9",2,"cc,M,cc,9",4
B,94.v.3,94,31,"c^c,c,M,cc,9",2,"cc,c,M,cc,9",6
A,94.v.3,94,34,"cc,8,9",130,"c^c,c,8,9",417
B,94.v.3,94,34,"cc,8,9",130,"c^c,8,9",41
A,94.v.3,94,41,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,94.v.3,94,41,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
A,94.v.3,94,43,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,94.v.3,94,43,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
B,95.ra.1,95,1,"cc,c,P2,cc,8,9",2,"c^c,c,P2,cc,8,9",1
B,95.ra.1,95,5,"o,P2,c^c,o,x",1,"o,P2,cc,o,x",6
A,95.ra.1,95,10,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.1,95,10,"cc,8,9",130,"c^c,8,9",41
A,95.ra.1,95,11,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.1,95,11,"cc,8,9",130,"c^c,8,9",41
B,95.ra.1,95,13,"c^c,8,9",41,"cc,8,9",130
A,95.ra.1,95,15,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.1,95,15,"cc,8,9",130,"c^c,8,9",41
A,95.ra.1,95,17,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.1,95,17,"cc,8,9",130,"c^c,8,9",41
B,95.ra.1,95,25,"cc,c,N,a,m",7,"c^c,c,N,a,m",1
B,95.ra.1,95,26,"cc,c,N,a,m",7,"c^c,c,N,a,m",1
A,95.ra.1,95,27,"cc,N,9",16,"c^c,c,N,9",35
B,95.ra.1,95,27,"cc,N,9",16,"c^c,N,9",13
A,95.ra.1,95,28,"cc,a,m",45,"c^c,c,a,m",9
B,95.ra.1,95,28,"cc,a,m",45,"c^c,a,m",20
B,95.ra.1,95,29,"9,cc,c,c,9",24,"9,c^c,c,c,9",8
A,95.ra.1,95,32,"cc,c,9",322,"c^c,c,c,9",137
B,95.ra.1,95,32,"cc,c,9",322,"c^c,c,9",257
A,95.ra.1,95,35,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.ra.1,95,35,"cc,c,8,9",487,"c^c,c,8,9",417
A,95.ra.1,95,37,"cc,9",131,"c^c,c,9",257
B,95.ra.1,95,37,"cc,9",131,"c^c,9",82
A,95.ra.1,95,41,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.ra.1,95,41,"cc,c,8,9",487,"c^c,c,8,9",417
B,95.ra.1,95,44,"c^c,8,a,x,9",1,"cc,8,a,x,9",3
A,95.ra.2,95,0,"M,cc,8,o,Z",2,"M,c^c,c,8,o,Z",1
A,95.ra.2,95,3,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,95.ra.2,95,3,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
A,95.ra.2,95,4,"4,o,M,cc,8,9",20,"4,o,M,c^c,c,8,9",3
B,95.ra.2,95,4,"4,o,M,cc,8,9",20,"4,o,M,c^c,8,9",3
A,95.ra.2,95,5,"x,c^c,c,8,9",41,"x,cc,8,9",17
B,95.ra.2,95,5,"x,c^c,c,8,9",41,"x,cc,c,8,9",108
B,95.ra.2,95,9,"9,N,cc,c,8,9",8,"9,N,c^c,c,8,9",2
A,95.ra.2,95,10,"c^c,c,N,9",35,"cc,N,9",16
B,95.ra.2,95,10,"c^c,c,N,9",35,"cc,c,N,9",57
A,95.ra.2,95,11,"cc,c,N,a,Z",6,"c^c,c,c,N,a,Z",1
B,95.ra.2,95,11,"cc,c,N,a,Z",6,"c^c,c,N,a,Z",2
A,95.ra.2,95,12,"cc,8,a,n",8,"c^c,c,8,a,n",12
A,95.ra.2,95,13,"cc,8,a,m",15,"c^c,c,8,a,m",8
B,95.ra.2,95,13,"cc,8,a,m",15,"c^c,8,a,m",4
A,95.ra.2,95,16,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.2,95,16,"cc,8,9",130,"c^c,8,9",41
A,95.ra.2,95,17,"cc,N,a,Q",3,"c^c,c,N,a,Q",2
A,95.ra.2,95,19,"cc,8,a,m",15,"c^c,c,8,a,m",8
B,95.ra.2,95,19,"cc,8,a,m",15,"c^c,8,a,m",4
A,95.ra.2,95,23,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.ra.2,95,23,"cc,c,8,9",487,"c^c,c,8,9",417
A,95.ra.2,95,24,"x,cc,c,8,9",108,"x,c^c,c,c,8,9",5
B,95.ra.2,95,24,"x,cc,c,8,9",108,"x,c^c,c,8,9",41
A,95.ra.2,95,25,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.ra.2,95,25,"cc,c,8,9",487,"c^c,c,8,9",417
A,95.ra.2,95,27,"M,cc,8,9",10,"M,c^c,c,8,9",8
B,95.ra.2,95,27,"M,cc,8,9",10,"M,c^c,8,9",4
B,95.ra.2,95,28,"M,cc,o,Z",17,"M,c^c,o,Z",4
A,95.ra.2,95,29,"cc,o,x",349,"c^c,c,o,x",96
B,95.ra.2,95,29,"cc,o,x",349,"c^c,o,x",163
A,95.ra.2,95,31,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.2,95,31,"cc,8,9",130,"c^c,8,9",41
A,95.ra.2,95,34,"o,x,N,cc,8,9",4,"o,x,N,c^c,c,8,9",1
B,95.ra.2,95,34,"o,x,N,cc,8,9",4,"o,x,N,c^c,8,9",1
A,95.ra.2,95,38,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,95.ra.2,95,38,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,95.ra.2,95,40,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,95.ra.2,95,40,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,95.ra.2,95,47,"cc,8,9",130,"c^c,c,8,9",417
B,95.ra.2,95,47,"cc,8,9",130,"c^c,8,9",41
A,95.ra.2,95,48,"cc,c,N,a,n",8,"c^c,c,c,N,a,n",1
B,95.ra.2,95,48,"cc,c,N,a,n",8,"c^c,c,N,a,n",4
A,95.ra.2,95,54,"cc,c,N,a,x",12,"c^c,c,c,N,a,x",1
B,95.ra.2,95,54,"cc,c,N,a,x",12,"c^c,c,N,a,x",3
A,95.rb.1,95,0,"N,c^c,c,8,9",7,"N,cc,8,9",21
B,95.rb.1,95,0,"N,c^c,c,8,9",7,"N,cc,c,8,9",24
A,95.rb.1,95,2,"cc,8,9",130,"c^c,c,8,9",417
B,95.rb.1,95,2,"cc,8,9",130,"c^c,8,9",41
