type,idx,folio,pos,token,tok_freq,partner,partner_freq
B,75.r.3,75,32,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,75.r.3,75,38,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,75.r.3,75,38,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
A,75.r.3,75,42,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,42,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,44,"cc,9",131,"c^c,c,9",257
B,75.r.3,75,44,"cc,9",131,"c^c,9",82
A,75.r.3,75,46,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,46,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,48,"8,c^c,c,c,N,c,9",1,"8,cc,c,N,c,9",3
A,75.r.3,75,50,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.r.3,75,50,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.r.3,75,51,"x,c^c,c,8,9",41,"x,cc,8,9",17
B,75.r.3,75,51,"x,c^c,c,8,9",41,"x,cc,c,8,9",108
A,75.r.3,75,55,"c^c,c,c,N,c,9",30,"cc,c,N,c,9",134
B,75.r.3,75,55,"c^c,c,c,N,c,9",30,"cc,c,c,N,c,9",48
A,75.r.3,75,58,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,58,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,60,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,60,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,62,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.r.3,75,62,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.r.3,75,66,"x,cc,c,8,9",108,"x,c^c,c,c,8,9",5
B,75.r.3,75,66,"x,cc,c,8,9",108,"x,c^c,c,8,9",41
A,75.r.3,75,71,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.3,75,71,"c^c,c,8,9",417,"cc,c,8,9",487
B,75.r.3,75,73,"cc,c,N,a,Q",1,"c^c,c,N,a,Q",2
A,75.r.3,75,74,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,74,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,77,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,75.r.3,75,77,"cc,c,c,9",160,"c^c,c,c,9",137
A,75.r.3,75,78,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,78,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,81,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.3,75,81,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.3,75,87,"o,x,c^c,c,8,9",28,"o,x,cc,8,9",9
B,75.r.3,75,87,"o,x,c^c,c,8,9",28,"o,x,cc,c,8,9",37
A,75.r.3,75,88,"o,x,c^c,c,8,9",28,"o,x,cc,8,9",9
B,75.r.3,75,88,"o,x,c^c,c,8,9",28,"o,x,cc,c,8,9",37
A,75.r.3,75,90,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.r.3,75,90,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.r.3,75,95,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,95,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,98,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.3,75,98,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.3,75,99,"o,N,cc,8,9",19,"o,N,c^c,c,8,9",4
B,75.r.3,75,99,"o,N,cc,8,9",19,"o,N,c^c,8,9",1
B,75.r.3,75,101,"c^c,o,N,a,n",1,"cc,o,N,a,n",10
A,75.r.3,75,102,"cc,9",131,"c^c,c,9",257
B,75.r.3,75,102,"cc,9",131,"c^c,9",82
A,75.r.3,75,103,"o,N,c^c,c,8,9",4,"o,N,cc,8,9",19
B,75.r.3,75,103,"o,N,c^c,c,8,9",4,"o,N,cc,c,8,9",18
A,75.r.3,75,105,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,105,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.r.3,75,107,"c^c,a,x",16,"cc,a,x",46
A,75.r.3,75,109,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.3,75,109,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.3,75,112,"cc,a,Z",72,"c^c,c,a,Z",23
B,75.r.3,75,112,"cc,a,Z",72,"c^c,a,Z",33
A,75.r.3,75,115,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,115,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,120,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,120,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,122,"9,c^c,c,o,Z",4,"9,cc,o,Z",14
B,75.r.3,75,122,"9,c^c,c,o,Z",4,"9,cc,c,o,Z",8
A,75.r.3,75,127,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,127,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,129,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,129,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,131,"2,c^c,c,9",6,"2,cc,9",3
B,75.r.3,75,131,"2,c^c,c,9",6,"2,cc,c,9",6
A,75.r.3,75,133,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,133,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.r.3,75,136,"cc,c,c,M,c,9",26,"c^c,c,c,M,c,9",20
A,75.r.3,75,140,"x,cc,c,8,9",108,"x,c^c,c,c,8,9",5
B,75.r.3,75,140,"x,cc,c,8,9",108,"x,c^c,c,8,9",41
B,75.r.4,75,1,"c^c,M,o,x",1,"cc,M,o,x",6
B,75.r.4,75,3,"P2,c^c,a,Z",1,"P2,cc,a,Z",3
A,75.r.4,75,4,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.4,75,4,"c^c,c,8,9",417,"cc,c,8,9",487
B,75.r.4,75,11,"M,cc,c,8,9",29,"M,c^c,c,8,9",8
A,75.r.4,75,12,"P2,cc,c,8,9",34,"P2,c^c,c,c,8,9",1
B,75.r.4,75,12,"P2,cc,c,8,9",34,"P2,c^c,c,8,9",3
A,75.r.4,75,16,"c^c,c,c,M,c,9",20,"cc,c,M,c,9",85
B,75.r.4,75,16,"c^c,c,c,M,c,9",20,"cc,c,c,M,c,9",26
A,75.r.4,75,19,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.r.4,75,19,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
B,75.r.4,75,21,"x,o,x,cc,c,8,9",1,"x,o,x,c^c,c,8,9",1
A,75.r.4,75,23,"cc,N,a,x",10,"c^c,c,N,a,x",3
A,75.r.4,75,30,"o,x,cc,c,9",23,"o,x,c^c,c,c,9",4
B,75.r.4,75,30,"o,x,cc,c,9",23,"o,x,c^c,c,9",12
A,75.r.4,75,32,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.4,75,32,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.4,75,35,"cc,c,c,N,9",22,"c^c,c,c,c,N,9",2
B,75.r.4,75,35,"cc,c,c,N,9",22,"c^c,c,c,N,9",14
A,75.r.4,75,38,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,75.r.4,75,38,"cc,c,N,9",57,"c^c,c,N,9",35
A,75.r.4,75,41,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.4,75,41,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.4,75,43,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.4,75,43,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.4,75,45,"8,c^c,c,8,9",34,"8,cc,8,9",9
B,75.r.4,75,45,"8,c^c,c,8,9",34,"8,cc,c,8,9",23
A,75.r.4,75,47,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.r.4,75,47,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.r.4,75,49,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.4,75,49,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.4,75,50,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.4,75,50,"cc,c,9",322,"c^c,c,9",257
B,75.r.5,75,0,"P2,o,x,c^c,9",3,"P2,o,x,cc,9",1
A,75.r.5,75,2,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,2,"c^c,c,8,9",417,"cc,c,8,9",487
B,75.r.5,75,5,"cc,2,8,9",2,"c^c,2,8,9",1
A,75.r.5,75,6,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,6,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.5,75,8,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,8,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.5,75,11,"x,c^c,c,8,9",41,"x,cc,8,9",17
B,75.r.5,75,11,"x,c^c,c,8,9",41,"x,cc,c,8,9",108
A,75.r.5,75,13,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.5,75,13,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.r.5,75,15,"cc,c,M,c,c,8,9",6,"c^c,c,M,c,c,8,9",1
A,75.r.5,75,27,"c^c,c,c,M,9",8,"cc,c,M,9",23
B,75.r.5,75,27,"c^c,c,c,M,9",8,"cc,c,c,M,9",5
A,75.r.5,75,31,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,31,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.5,75,45,"c^c,c,c,M,9",8,"cc,c,M,9",23
B,75.r.5,75,45,"c^c,c,c,M,9",8,"cc,c,c,M,9",5
A,75.r.5,75,48,"4,o,N,c,cc,8,9",4,"4,o,N,c,c^c,c,8,9",1
B,75.r.5,75,48,"4,o,N,c,cc,8,9",4,"4,o,N,c,c^c,8,9",1
A,75.r.5,75,56,"9,c^c,c,8,9",7,"9,cc,8,9",1
B,75.r.5,75,56,"9,c^c,c,8,9",7,"9,cc,c,8,9",11
A,75.r.5,75,63,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,63,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.5,75,65,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,65,"c^c,c,8,9",417,"cc,c,8,9",487
B,75.r.5,75,68,"Z,c^c,c,8,9",5,"Z,cc,c,8,9",10
A,75.r.5,75,75,"8,c^c,c,8,9",34,"8,cc,8,9",9
B,75.r.5,75,75,"8,c^c,c,8,9",34,"8,cc,c,8,9",23
A,75.r.5,75,81,"9,c^c,c,8,9",7,"9,cc,8,9",1
B,75.r.5,75,81,"9,c^c,c,8,9",7,"9,cc,c,8,9",11
A,75.r.5,75,82,"cc,c,N,a,Z",6,"c^c,c,c,N,a,Z",1
B,75.r.5,75,82,"cc,c,N,a,Z",6,"c^c,c,N,a,Z",2
A,75.r.5,75,85,"cc,N,a,Z",11,"c^c,c,N,a,Z",2
B,75.r.5,75,85,"cc,N,a,Z",11,"c^c,N,a,Z",2
A,75.r.5,75,88,"8,cc,c,8,9",23,"8,c^c,c,c,8,9",4
B,75.r.5,75,88,"8,cc,c,8,9",23,"8,c^c,c,8,9",34
A,75.r.5,75,97,"cc,8,a,Z",15,"c^c,c,8,a,Z",8
B,75.r.5,75,97,"cc,8,a,Z",15,"c^c,8,a,Z",7
A,75.r.5,75,99,"2,c^c,c,8,9",6,"2,cc,8,9",3
B,75.r.5,75,99,"2,c^c,c,8,9",6,"2,cc,c,8,9",7
A,75.r.5,75,100,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,75.r.5,75,100,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
A,75.r.5,75,111,"c^c,c,o,x",96,"cc,o,x",349
B,75.r.5,75,111,"c^c,c,o,x",96,"cc,c,o,x",152
A,75.r.5,75,114,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.5,75,114,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.5,75,116,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.5,75,116,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.v.1,75,0,"P2,cc,c,8,a,Z",10,"P2,c^c,c,8,a,Z",1
B,75.v.1,75,1,"o,P2,cc,c,8,9",48,"o,P2,c^c,c,8,9",3
B,75.v.1,75,3,"o,P2,cc,c,8,9",48,"o,P2,c^c,c,8,9",3
B,75.v.1,75,6,"cc,c,P2,c,c,9",4,"c^c,c,P2,c,c,9",1
A,75.v.1,75,10,"c^c,c,N,9",35,"cc,N,9",16
B,75.v.1,75,10,"c^c,c,N,9",35,"cc,c,N,9",57
A,75.v.1,75,14,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.1,75,14,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
A,75.v.1,75,16,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.v.1,75,16,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.v.1,75,18,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,75.v.1,75,18,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,75.v.1,75,22,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,75.v.1,75,22,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
A,75.v.1,75,24,"o,x,cc,c,9",23,"o,x,c^c,c,c,9",4
B,75.v.1,75,24,"o,x,cc,c,9",23,"o,x,c^c,c,9",12
A,75.v.1,75,32,"4,o,N,cc,8,9",44,"4,o,N,c^c,c,8,9",10
B,75.v.1,75,32,"4,o,N,cc,8,9",44,"4,o,N,c^c,8,9",4
A,75.v.1,75,36,"cc,c,M,9",23,"c^c,c,c,M,9",8
B,75.v.1,75,36,"cc,c,M,9",23,"c^c,c,M,9",8
A,75.v.1,75,37,"x,cc,8,9",17,"x,c^c,c,8,9",41
B,75.v.1,75,37,"x,cc,8,9",17,"x,c^c,8,9",2
A,75.v.1,75,38,"c^c,c,8,9",417,"cc,8,9",130
B,75.v.1,75,38,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.v.1,75,39,"cc,c,8",21,"c^c,c,c,8",5
B,75.v.1,75,39,"cc,c,8",21,"c^c,c,8",14
A,75.v.1,75,47,"x,cc,c,8,9",108,"x,c^c,c,c,8,9",5
B,75.v.1,75,47,"x,cc,c,8,9",108,"x,c^c,c,8,9",41
A,75.v.1,75,49,"8,cc,c,8,9",23,"8,c^c,c,c,8,9",4
B,75.v.1,75,49,"8,cc,c,8,9",23,"8,c^c,c,8,9",34
A,75.v.1,75,51,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.1,75,51,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
A,75.v.1,75,56,"Z,c^c,c,9",2,"Z,cc,9",2
B,75.v.1,75,56,"Z,c^c,c,9",2,"Z,cc,c,9",9
A,75.v.1,75,58,"cc,c,9",322,"c^c,c,c,9",137
B,75.v.1,75,58,"cc,c,9",322,"c^c,c,9",257
A,75.v.1,75,60,"cc,c,9",322,"c^c,c,c,9",137
B,75.v.1,75,60,"cc,c,9",322,"c^c,c,9",257
B,75.v.1,75,69,"cc,c,c,8,9",56,"c^c,c,c,8,9",77
A,75.v.1,75,72,"c^c,c,c,N,9",14,"cc,c,N,9",57
B,75.v.1,75,72,"c^c,c,c,N,9",14,"cc,c,c,N,9",22
A,75.v.1,75,74,"2,c^c,c,8,9",6,"2,cc,8,9",3
B,75.v.1,75,74,"2,c^c,c,8,9",6,"2,cc,c,8,9",7
A,75.v.1,75,80,"c^c,c,c,N,c,9",30,"cc,c,N,c,9",134
B,75.v.1,75,80,"c^c,c,c,N,c,9",30,"cc,c,c,N,c,9",48
A,75.v.1,75,85,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.v.1,75,85,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.v.1,75,93,"o,x,c^c,c,8",2,"o,x,cc,c,8",4
A,75.v.1,75,96,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.v.1,75,96,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.v.1,75,101,"4,o,x,c^c,8,9",1,"4,o,x,cc,8,9",1
A,75.v.1,75,105,"c^c,c,8,9",417,"cc,8,9",130
B,75.v.1,75,105,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.v.1,75,110,"c^c,c,8,9,N,a,n",1,"cc,8,9,N,a,n",1
A,75.v.1,75,112,"c^c,c,c,N,c,9",30,"cc,c,N,c,9",134
B,75.v.1,75,112,"c^c,c,c,N,c,9",30,"cc,c,c,N,c,9",48
A,75.v.1,75,116,"x,c^c,c,8,9",41,"x,cc,8,9",17
B,75.v.1,75,116,"x,c^c,c,8,9",41,"x,cc,c,8,9",108
B,75.v.2,75,0,"o,N,c^c,9",10,"o,N,cc,9",26
A,75.v.2,75,9,"o,x,N,cc,9",4,"o,x,N,c^c,c,9",1
A,75.v.2,75,15,"x,cc,9",10,"x,c^c,c,9",18
B,75.v.2,75,15,"x,cc,9",10,"x,c^c,9",3
A,75.v.3,75,0,"M,o,x,c^c,c,o,Z",1,"M,o,x,cc,o,Z",2
A,75.v.3,75,5,"N,cc,c,9",23,"N,c^c,c,c,9",1
B,75.v.3,75,5,"N,cc,c,9",23,"N,c^c,c,9",5
A,75.v.3,75,7,"o,x,cc,c,9",23,"o,x,c^c,c,c,9",4
B,75.v.3,75,7,"o,x,cc,c,9",23,"o,x,c^c,c,9",12
A,75.v.3,75,9,"c^c,c,N,9",35,"cc,N,9",16
B,75.v.3,75,9,"c^c,c,N,9",35,"cc,c,N,9",57
A,75.v.3,75,14,"4,o,x,c^c,c,c,8,9",5,"4,o,x,cc,c,8,9",12
B,75.v.3,75,14,"4,o,x,c^c,c,c,8,9",5,"4,o,x,cc,c,c,8,9",2
A,75.v.3,75,16,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.v.3,75,16,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,75.v.3,75,19,"cc,c,9",322,"c^c,c,c,9",137
B,75.v.3,75,19,"cc,c,9",322,"c^c,c,9",257
A,75.v.3,75,29,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.v.3,75,29,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,75.v.3,75,30,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,75.v.3,75,30,"cc,c,c,9",160,"c^c,c,c,9",137
A,75.v.3,75,33,"c^c,c,c,9",137,"cc,c,9",322
B,75.v.3,75,33,"c^c,c,c,9",137,"cc,c,c,9",160
A,75.v.3,75,37,"c^c,c,8,9",417,"cc,8,9",130
B,75.v.3,75,37,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.v.3,75,39,"c^c,c,9",257,"cc,9",131
B,75.v.3,75,39,"c^c,c,9",257,"cc,c,9",322
A,75.v.3,75,42,"c^c,c,9",257,"cc,9",131
B,75.v.3,75,42,"c^c,c,9",257,"cc,c,9",322
A,75.v.3,75,44,"c^c,c,9",257,"cc,9",131
B,75.v.3,75,44,"c^c,c,9",257,"cc,c,9",322
A,75.v.3,75,47,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,75.v.3,75,47,"cc,c,c,9",160,"c^c,c,c,9",137
B,75.v.3,75,48,"cc,x",28,"c^c,x",3
A,75.v.3,75,50,"c^c,c,o,x,o",1,"cc,o,x,o",1
A,75.v.3,75,52,"c^c,c,c,9",137,"cc,c,9",322
B,75.v.3,75,52,"c^c,c,c,9",137,"cc,c,c,9",160
A,75.v.3,75,53,"4,o,x,c^c,c,9",2,"4,o,x,cc,9",2
B,75.v.3,75,53,"4,o,x,c^c,c,9",2,"4,o,x,cc,c,9",10
A,75.v.4,75,4,"2,o,x,c^c,c,9",4,"2,o,x,cc,9",1
B,75.v.4,75,4,"2,o,x,c^c,c,9",4,"2,o,x,cc,c,9",3
B,75.v.4,75,11,"o,x,c^c,c,c,2",2,"o,x,cc,c,c,2",1
A,75.v.4,75,12,"o,x,c^c,c,c,N,c,9",1,"o,x,cc,c,N,c,9",1
B,75.v.4,75,12,"o,x,c^c,c,c,N,c,9",1,"o,x,cc,c,c,N,c,9",1
A,75.v.4,75,15,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.v.4,75,15,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.v.4,75,16,"4,o,x,cc,c,8,9",12,"4,o,x,c^c,c,c,8,9",5
B,75.v.4,75,16,"4,o,x,cc,c,8,9",12,"4,o,x,c^c,c,8,9",2
A,75.v.4,75,18,"4,o,x,cc,c,8,9",12,"4,o,x,c^c,c,c,8,9",5
B,75.v.4,75,18,"4,o,x,cc,c,8,9",12,"4,o,x,c^c,c,8,9",2
B,75.v.4,75,19,"cc,c,a,x,9",2,"c^c,c,a,x,9",1
A,75.v.4,75,20,"9,c^c,c,9",11,"9,cc,9",5
B,75.v.4,75,20,"9,c^c,c,9",11,"9,cc,c,9",15
A,75.v.4,75,22,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.4,75,22,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
A,75.v.4,75,32,"9,cc,c,9",15,"9,c^c,c,c,9",8
B,75.v.4,75,32,"9,cc,c,9",15,"9,c^c,c,9",11
A,75.v.4,75,34,"c^c,c,c,N,c,9",30,"cc,c,N,c,9",134
B,75.v.4,75,34,"c^c,c,c,N,c,9",30,"cc,c,c,N,c,9",48
A,75.v.4,75,37,"x,c^c,c,c,N,c,9",2,"x,cc,c,N,c,9",1
B,75.v.4,75,37,"x,c^c,c,c,N,c,9",2,"x,cc,c,c,N,c,9",3
A,75.v.4,75,41,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.4,75,41,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
A,75.v.4,75,47,"c^c,c,8,9",417,"cc,8,9",130
B,75.v.4,75,47,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.v.4,75,51,"o,x,c^c,c,8,9",28,"o,x,cc,8,9",9
B,75.v.4,75,51,"o,x,c^c,c,8,9",28,"o,x,cc,c,8,9",37
A,75.v.4,75,54,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.v.4,75,54,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.v.4,75,55,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,75.v.4,75,55,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
B,75.v.4,75,57,"9,cc,c,c,8,9",7,"9,c^c,c,c,8,9",7
A,75.v.4,75,67,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.v.4,75,67,"cc,c,8,9",487,"c^c,c,8,9",417
B,75.v.4,75,68,"4,o,x,c^c,c,o,x",1,"4,o,x,cc,c,o,x",1
A,75.v.4,75,69,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.4,75,69,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
B,75.v.5,75,13,"2,o,x,cc,c,8,9",7,"2,o,x,c^c,c,8,9",4
A,75.v.6,75,4,"4,o,M,cc,8,9",20,"4,o,M,c^c,c,8,9",3
B,75.v.6,75,4,"4,o,M,cc,8,9",20,"4,o,M,c^c,8,9",3
A,75.v.6,75,6,"o,N,c^c,c,9",10,"o,N,cc,9",26
B,75.v.6,75,6,"o,N,c^c,c,9",10,"o,N,cc,c,9",28
A,75.v.6,75,8,"x,cc,8,9",17,"x,c^c,c,8,9",41
B,75.v.6,75,8,"x,cc,8,9",17,"x,c^c,8,9",2
B,75.v.6,75,12,"9,N,c,c,cc,9",2,"9,N,c,c,c^c,9",2
A,75.v.6,75,16,"o,x,c^c,c,c,9",4,"o,x,cc,c,9",23
B,75.v.6,75,16,"o,x,c^c,c,c,9",4,"o,x,cc,c,c,9",12
A,75.v.6,75,20,"cc,c,9",322,"c^c,c,c,9",137
B,75.v.6,75,20,"cc,c,9",322,"c^c,c,9",257
A,75.v.6,75,24,"2,c^c,c,9",6,"2,cc,9",3
B,75.v.6,75,24,"2,c^c,c,9",6,"2,cc,c,9",6
A,75.v.6,75,27,"c^c,c,9",257,"cc,9",131
B,75.v.6,75,27,"c^c,c,9",257,"cc,c,9",322
A,75.v.6,75,36,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.v.6,75,36,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,75.v.6,75,40,"c^c,c,8,9",417,"cc,8,9",130
B,75.v.6,75,40,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.v.6,75,42,"cc,c,N,c,c,9",34,"c^c,c,c,N,c,c,9",8
B,75.v.6,75,42,"cc,c,N,c,c,9",34,"c^c,c,N,c,c,9",16
B,75.v.6,75,44,"9,N,c,c^c,c,9",2,"9,N,c,cc,c,9",1
A,75.v.6,75,48,"cc,c,9",322,"c^c,c,c,9",137
B,75.v.6,75,48,"cc,c,9",322,"c^c,c,9",257
A,75.v.6,75,50,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,75.v.6,75,50,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
B,76.r.1,76,2,"o,P2,c^c,8,9",1,"o,P2,cc,8,9",17
A,76.r.1,76,4,"cc,c,P2,c,9",8,"c^c,c,c,P2,c,9",3
B,76.r.1,76,4,"cc,c,P2,c,9",8,"c^c,c,P2,c,9",1
A,76.r.1,76,6,"o,P2,c^c,c,9",1,"o,P2,cc,9",15
B,76.r.1,76,6,"o,P2,c^c,c,9",1,"o,P2,cc,c,9",27
B,76.r.1,76,7,"4,o,P1,c^c,9",1,"4,o,P1,cc,9",1
A,76.r.1,76,8,"o,P2,cc,8,9",17,"o,P2,c^c,c,8,9",3
B,76.r.1,76,8,"o,P2,cc,8,9",17,"o,P2,c^c,8,9",1
A,76.r.1,76,10,"8,c^c,c,8,9",34,"8,cc,8,9",9
B,76.r.1,76,10,"8,c^c,c,8,9",34,"8,cc,c,8,9",23
A,76.r.1,76,13,"cc,c,P2",3,"c^c,c,c,P2",1
A,76.r.1,76,17,"c^c,c,8,9",417,"cc,8,9",130
B,76.r.1,76,17,"c^c,c,8,9",417,"cc,c,8,9",487
A,76.r.1,76,20,"c^c,c,a,x,2",1,"cc,a,x,2",2
B,76.r.1,76,20,"c^c,c,a,x,2",1,"cc,c,a,x,2",1
A,76.r.1,76,22,"9,c^c,c,9",11,"9,cc,9",5
B,76.r.1,76,22,"9,c^c,c,9",11,"9,cc,c,9",15
B,76.r.1,76,27,"c^c,N,9",13,"cc,N,9",16
B,76.r.1,76,30,"c^c,o,x",163,"cc,o,x",349
A,76.r.1,76,32,"o,x,cc,c,8,9",37,"o,x,c^c,c,c,8,9",1
B,76.r.1,76,32,"o,x,cc,c,8,9",37,"o,x,c^c,c,8,9",28
A,76.r.1,76,44,"cc,8,9",130,"c^c,c,8,9",417
B,76.r.1,76,44,"cc,8,9",130,"c^c,8,9",41
A,76.r.1,76,45,"4,o,N,cc,8,9",44,"4,o,N,c^c,c,8,9",10
B,76.r.1,76,45,"4,o,N,cc,8,9",44,"4,o,N,c^c,8,9",4
A,76.r.1,76,47,"cc,8,a,Q",10,"c^c,c,8,a,Q",2
B,76.r.1,76,47,"cc,8,a,Q",10,"c^c,8,a,Q",1
B,76.r.1,76,48,"2,o,x,cc,c,8,9",7,"2,o,x,c^c,c,8,9",4
B,76.r.1,76,50,"4,o,P2,cc,c,8,9",32,"4,o,P2,c^c,c,8,9",5
A,76.r.1,76,53,"c^c,c,8,9",417,"cc,8,9",130
