MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99857586,https://search.proquest.com/eebo/docview/2240875839,1480,Explicit liber modo[rum] sig[nifica]ndi Alberti i[m]p[re]ss[us] ap[u]d villam sancti Albani a⁰ m⁰ cccc⁰ lxxx⁰,23347,Book,"Early English Books, 1475-1640 (STC)","Thomas, von Erfurt, 14th cent.|Duns Scotus, John, ca. 1266-1308|Albertus, Magnus, Saint, 1193?-1280|Albertus, de Saxonia, d. 1390",S.n.,England,English,Duff 7|Hain 425|STC (2nd ed.) / 268,Biblioth&#x00E8;que nationale de France,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99900467,https://search.proquest.com/eebo/docview/2240874138,1480,[Festum visitationis beatae Mariae virginis],173261,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,W. Caxton,England,Latin,STC (2nd ed.) / 15848,British Library,Y,N,,10/1/19
938016438,https://search.proquest.com/eebo/docview/2240897072,1480,Iheronimus de laude dei super psalterium,214329,Book,"Early English Books, 1475-1640 (STC)","Anon.|Jerome, Saint, -419 or 420.|Caxton, William, approximately 1422-1491 or 1492",William Caxton?,England,Latin,"English short title catalogue, / S93724|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 16253",British Library,Y,N,Religious,10/1/19
938016545,https://search.proquest.com/eebo/docview/2240882828,1480,Frater Johannes Kendale turcipelerius Rhodi ac commissarius A sanctissimo in xpristo patre et domino nostro domino Sixto diuina prouidencia papa quarto ...,214315,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, approximately 1422-1491 or 1492|Kendale, Johannes, Frater.|Catholic Church. Pope (1471-1484 : Sixtus IV)",W. Caxton,England,Latin,"English short title catalogue, / S93123|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 14077c.107",British Library,Y,N,Religious|History and chronicles,10/1/19
99842234_6874,https://search.proquest.com/eebo/docview/2248599623,1480,Here endeth the discripcion of Britayne ...,6874,Book,"Early English Books, 1475-1640 (STC)","Higden, Ranulf, d. 1364.|Trevisa, John, d. 1402.",Printed by William Caxton,England,English,"Duff 113|GW 6670(II)|Needham, P.  Printer & the pardoner, Cx 40|STC (2nd ed.) / 13440a",,Y,Y,"Travel, topography, maps and navigational manuals",10/1/19
99836542,https://search.proquest.com/eebo/docview/2248548940,1481,This is the table of the historye of reynart the foxe,822,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, ca. 1422-1491.",William Caxton,England,English,Duff 358|STC (2nd ed.) / 20919,British Library,Y,Y,"Literature|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99842208,https://search.proquest.com/eebo/docview/2240860164,1481,Explicit sentenciosa atq[ue] studio digna expositio venerabilis Alexandri sup[er] terciu[m] libru[um] de anima  ...,6842,Book,"Early English Books, 1475-1640 (STC)","Alexander, ab Alexandro, d. 1523.|Alexander, of Hales, ca. 1185-1245",Impressum p[er] me Theodericu[m] rood de Colonia in alma vniu[er]sitate Oxon[ie],England,Latin,"Duff 21|GW 869|Madan, I, p. 2|STC (2nd ed.) / 314",Bodleian Library,Y,Y,Religious|Philosophy and morality,10/1/19
99842238,https://search.proquest.com/eebo/docview/2248578296,1481,"hEre begynneth the prohemye vpon the reducynge, both out of latyn as of frensshe in to our englyssh tongue, of the polytyque book named Tullius de senectute ...",173051,Book,"Early English Books, 1475-1640 (STC)","Cicero, Marcus Tullius.|Cicero, Marcus Tullius.|Buonaccorso, da Montemagno, ca. 1391-1429|Worcester, John Tiptoft, Earl of, 1427-1470.|Worcester, William, 1415-1482?|Scrope, Stephen, d. 1472",Printed by William Caxton,England,English,"Duff 103|GW 6992|Needham, P.  Printer & the pardoner, Cx 45|STC (2nd ed.) / 5293",British Library,Y,N,Classical authors|Literature|Philosophy and morality,10/1/19
99842265,https://search.proquest.com/eebo/docview/2240854607,1481,"Here begynneth the boke intituled Eracles, and also of Godefrey of Boloyne the whiche speketh of the conquest of the holy londe of Iherusalem ...",6906,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, ca. 1422-1491.",Printed by William Caxton,England,English,"Duff 164|Hain-Copinger 3684|Needham, P.  Printer & the pardoner, Cx 48|STC (2nd ed.) / 13175",British Library,Y,Y,History and chronicles,10/1/19
99843813,https://search.proquest.com/eebo/docview/2264211121,1481,Hier begynneth the book callid the myrrour of the worlde  ...,8570,Book,"Early English Books, 1475-1640 (STC)","Anon.|Gossuin, of Metz|Caxton, William, ca. 1422-1491.|Vincent, of Beauvais, d. 1264",Printed by William Caxton,England,English,"Duff 401|Hain-Copinger 11656|Needham, P.  Printer & the pardoner, Cx 46|STC (2nd ed.) / 24762",British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99848579,https://search.proquest.com/eebo/docview/2240925311,1481,Qveritur hic p[ro modo] vtru ...,13684,Book,"Early English Books, 1475-1640 (STC)","Joannes Canonicus, fl. 1329.",Impresse ap[u]d villam sancti Albani,England,Latin,Duff 237|STC (2nd ed.) / 14621,Bodleian Library,Y,N,Philosophy and morality,10/1/19
99856771,https://search.proquest.com/eebo/docview/2248504214,1481,Incipit tabula h[uius] libri,22396,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales.,[J. Lettou and W. de Machlinia,England,Romance (Other),"Beale, J.H.  Engl. law, S39|Duff 375|STC (2nd ed.) / 9513",Harvard University Library,Y,N,Jurisprudence,10/1/19
99856778,https://search.proquest.com/eebo/docview/2240894578,1481,[Beatus qui custodit verba [...]],22404,Book,"Early English Books, 1475-1640 (STC)","Anon.|Pérez de Valencia, Jaime, 1408-1490|Wallensis, Thomas, d. 1350?",ad expensas Wilhelmi Wilcok per me Iohannem lettou,England,Latin,STC (2nd ed.) / 19627,Bodleian Library,Y,N,Religious|Bibles,10/1/19
226373003,https://search.proquest.com/eebo/docview/2240876290,1481,Explicit sentenciosa atq[ue] studio digna expositio venerabilis Alexandri sup[er] terciu[m] libru[um] de anima,209175,Book,Tract Supplement,"Alexander, ab Alexandro, d. 1523.",Impressum p[er] me Theodericu[m] rood de Colonia in alma vniu[er]sitate Oxon[ie],England,Latin,Early English books tract supplement interim guide / Harl.5929,British Library,Y,N,Religious|Philosophy and morality,10/1/19
468826205,https://search.proquest.com/eebo/docview/2240910646,1481,Incipiu[n]t exe[m]pla sacre sc[ri]pture ex utroq[ue] testame[n]to secund[um] ordine[m] l[itt]erar[u]m coll[ect]a ...,210557,Book,"Early English Books, 1475-1640 (STC)","Anon.|Hannapes, Nicolas, patriarch of Jerusalem, 1225-1291?",[s.n.],England,Latin,STC (2nd ed.) / 2993,British Library,Y,N,Religious,10/1/19
879380215,https://search.proquest.com/eebo/docview/2240930520,1481,[Johannes de giglis iuris vtriusq[ue] doctor sanctissimi D[omi]ni n[ost]ri D[omi]ni Sixti diuina p[ro]uidencia pape quarti et sedis apostolice subdiaconus. ...],213466,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, approximately 1422-1491 or 1492|Sixtus IV, Pope, 1414-1484.|Catholic Church. Pope (1471-1484 : Sixtus IV)",William Caxton,England,Latin,"ESTC / S93128|STC (2nd ed.), / 14077c.113","The John Rylands Library, University of Manchester",Y,N,"Ordinances, edicts, proclamations|History and chronicles|Religious|Book industry, catalogues and inventories",10/1/19
938016368,https://search.proquest.com/eebo/docview/2248504994,1481,[Iohannes de giglis iuris vtriusque doctor sanctissimi dni nostri dni Sixti diuina prouidencia pape quarti et sedis apostolice subdiaconus. ...],214316,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, approximately 1422-1491 or 1492|Catholic Church. Pope (1471-1484 : Sixtus IV)",W. Caxton,England,Latin,"English short title catalogue, / S93127|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 14077c.112",British Library,Y,N,Religious|History and chronicles,10/1/19
99842238_6879,https://search.proquest.com/eebo/docview/2248578295,1481,"hEre begynneth the prohemye vpon the reducynge, both out of latyn as of frensshe in to our englyssh tongue, of the polytyque book named Tullius de senectute ...",6879,Book,"Early English Books, 1475-1640 (STC)","Cicero, Marcus Tullius.|Cicero, Marcus Tullius.|Buonaccorso, da Montemagno, ca. 1391-1429|Worcester, John Tiptoft, Earl of, 1427-1470.|Worcester, William, 1415-1482?|Scrope, Stephen, d. 1472",Printed by William Caxton,England,English,"Duff 103|GW 6992|Needham, P.  Printer & the pardoner, Cx 45|STC (2nd ed.) / 5293",British Library,Y,Y,Classical authors|Literature|Philosophy and morality,10/1/19
99843813_8571,https://search.proquest.com/eebo/docview/2264200360,1481,Hier begynneth the book callid the myrrour of the worlde  ...,8571,Book,"Early English Books, 1475-1640 (STC)","Anon.|Gossuin, of Metz|Caxton, William, ca. 1422-1491.|Vincent, of Beauvais, d. 1264",Printed by William Caxton,England,English,"Duff 401|Hain-Copinger 11656|Needham, P.  Printer & the pardoner, Cx 46|STC (2nd ed.) / 24762",The Huntington Library,Y,Y,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99836536,https://search.proquest.com/eebo/docview/2248546240,1482,[Long parvula],816,Book,"Early English Books, 1475-1640 (STC)","Anon.|Stanbridge, John, 1463-1510",Theodoric Rood,England,English,Duff 239|STC (2nd ed.) / 23163.13,British Library,Y,Y,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99842300,https://search.proquest.com/eebo/docview/2240882035,1482,Prolicionycion [sic],6945,Book,"Early English Books, 1475-1640 (STC)","Higden, Ranulf, d. 1364.|Trevisa, John, d. 1402.|Caxton, William, ca. 1422-1491.",Printed by William Caxton,England,English,"Duff 172|Hain 8659|Needham, P.  Printer & the pardoner, Cx 52|STC (2nd ed.) / 13438",British Library,Y,Y,"Travel, topography, maps and navigational manuals|History and chronicles",10/1/19
99844088,https://search.proquest.com/eebo/docview/2240879587,1482,[The siege of Rhodes],8874,Book,"Early English Books, 1475-1640 (STC)","Caoursin, Guillaume, d. 1501.|Kay, John, poet.",J. Lettou? and W. de Machlinia?,England,English,Duff 75|STC (2nd ed.) / 4594,British Library,Y,Y,History and chronicles,10/1/19
99845648,https://search.proquest.com/eebo/docview/2240924375,1482,Michaelis .xxxvi. Henrici sexti,10561,Book,"Early English Books, 1475-1640 (STC)",Anon.,John Lettou and William de Machlinia,England,Romance (Other),"Beale, J.H.  Engl. law, R202|Duff 421|STC (2nd ed.) / 9749",British Library,Y,N,Jurisprudence|Literature,10/1/19
99846085,https://search.proquest.com/eebo/docview/2240898012,1482,De termino Michaelis anno regni regis. h. vi. xxxv,11024,Book,"Early English Books, 1475-1640 (STC)",Anon.,John Lettou and William de Machlinia,England,Romance (Other),"Beale, J.H.  Engl. law, R195|Duff 420|STC (2nd ed.) / 9742",British Library,Y,N,Jurisprudence|Literature,10/1/19
99855288,https://search.proquest.com/eebo/docview/2240946411,1482,Tenannt en fee simple est celuy ...,20774,Book,"Early English Books, 1475-1640 (STC)","Littleton, Thomas, Sir, d. 1481.",Imp[re]ssi p[er] nos Ioh[an]e[s] lettou [et] Will[es] de machlinia i citate Londonia[rum],England,Romance (Other),Duff 273|STC (2nd ed.) / 15719,Cambridge University Library,Y,Y,Economics|Jurisprudence,10/1/19
99856566,https://search.proquest.com/eebo/docview/2240877907,1482,[The cronycles of Englond],22138,Book,"Early English Books, 1475-1640 (STC)","Anon.|Caxton, William, ca. 1422-1491.",Enprynted by me William Caxton in thabbey of Westme[n]stre by london,England,English,Duff 98|STC (2nd ed.) / 9992,British Library,Y,Y,History and chronicles,10/1/19
99856709,https://search.proquest.com/eebo/docview/2240894547,1482,[Liber moralium super trenis Ieremiae],22325,Book,"Early English Books, 1475-1640 (STC)","Lathbury, John.",T. Rood],England,Latin,"Duff 238|Madan, I, p.2|STC (2nd ed.) / 15297",Bodleian Library,Y,N,Religious|Bibles,10/1/19
99891479,https://search.proquest.com/eebo/docview/2264192777,1482,[T]henne followyng this for Breton booke of Prolicronycon ...,199952,Book,Tract Supplement,"Higden, Ranulf, d. 1364.|Trevisa, John, d. 1402|Caxton, William, ca. 1422-1491.",Caxton,England,English,"Duff / 172|Early English books tract supplement interim guide / Harl. 5919[149]|Hain / 8659|Needham, P.  Printer & the pardoner / Cx 52|Pforzheimer / 489|STC (2nd ed.) / 13438",British Library,Y,N,"Travel, topography, maps and navigational manuals|History and chronicles",10/1/19
99891479_208982,https://search.proquest.com/eebo/docview/2248563506,1482,[T]henne followyng this for Breton booke of Prolicronycon ...,208982,Book,Tract Supplement,"Higden, Ranulf, d. 1364.|Trevisa, John, d. 1402|Caxton, William, ca. 1422-1491.",Caxton,England,English,"Duff / 172|Early English books tract supplement interim guide / Harl. 5919[149]|Hain / 8659|Needham, P.  Printer & the pardoner / Cx 52|Pforzheimer / 489|STC (2nd ed.) / 13438",British Library,Y,N,"Travel, topography, maps and navigational manuals|History and chronicles",10/1/19
22616559,https://search.proquest.com/eebo/docview/2240950786,1483,"[Legenda aurea sanctorum, sive, Lombardica historia] [Wyllyam Caxton]",25637,Book,"Early English Books, 1475-1640 (STC)","Jacobus, de Voragine, ca. 1229-1298.|Caxton, William, ca. 1422-1491.",William Caxton,England,English,STC (2nd ed.) / 24873,Cambridge University Library,Y,Y,Religious,10/1/19
72798000,https://search.proquest.com/eebo/docview/2240861516,1483,[Explicit scriptu Antonii in sua logica veneciis correctum],183987,Book,"Early English Books, 1475-1640 (STC)","Andreae, Antonius, d. ca. 1320.",s.n.,England,Latin,STC (2nd ed.) / 582,"Jesus College Library, University of Cambridge",Y,N,"Ordinances, edicts, proclamations|History and chronicles|Philosophy and morality",10/1/19
99836844,https://search.proquest.com/eebo/docview/2264221766,1483,Vulgaria quedam abs Terencio in Anglica[m] linguam traducta,1133,Book,"Early English Books, 1475-1640 (STC)",Terence.,Theodoric Rood and Thomas Hunte,England,English,Duff 392|STC (2nd ed.) / 23904,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages|Literature|Classical authors",10/1/19
99836846,https://search.proquest.com/eebo/docview/2248545250,1483,The prologe of this reuelation,1136,Book,"Early English Books, 1475-1640 (STC)","Anon.|Adam, of Eynsham, fl. 1196-1232.",W. de Machlinia,England,English,Duff 357|STC (2nd ed.) / 20917,British Library,Y,Y,News books,10/1/19
99836854,https://search.proquest.com/eebo/docview/2240864441,1483,Vulgaria quedam abs Terencio in anglicam linguam traducta,173053,Book,"Early English Books, 1475-1640 (STC)",Terence.,W. de Machlina,England,Latin,Duff 393|STC (2nd ed.) / 23905,Cambridge University Library,Y,N,Drama|Classical authors,10/1/19
99838301,https://search.proquest.com/eebo/docview/2240887269,1483,[[Q]uonia[m] ex t[er]mi[ni]s fiu[n]t p[ro]po[si]c[ion]es,2675,Book,"Early English Books, 1475-1640 (STC)","Anon.|Swineshead, Richard.",T. Rood,England,Latin,"Duff 277|Madan, 3|STC (2nd ed.) / 16693","New College Library, University of Oxford",Y,N,Philosophy and morality,10/1/19
99838720,https://search.proquest.com/eebo/docview/2240873188,1483,Explanationes notabiles deuotissimi viri Richardi Hampole heremite sup[er] lectio[n]es illas Beati Iob ...,3108,Book,"Early English Books, 1475-1640 (STC)","Rolle, Richard, of Hampole, 1290?-1349.|Augustine, Saint, Bishop of Hippo.",T. Rood,England,Latin,"Duff 363|Madan I, p.3|STC (2nd ed.) / 21261","The John Rylands Library, University of Manchester",Y,N,Religious|Bibles,10/1/19
99840145,https://search.proquest.com/eebo/docview/2248583060,1483,Explicit opus ... super constituc[i]ones prouinciales,4618,Book,"Early English Books, 1475-1640 (STC)","Anon.|Lyndwood, William, 1375?-1446.",Theodoric Rood,England,English,Duff 278|STC (2nd ed.) / 17102,Bodleian Library,Y,N,Political tracts|Religious|History and chronicles,10/1/19
99842270,https://search.proquest.com/eebo/docview/2240877592,1483,"tHis book is intituled confessio amantis, that is to saye in englysshe the confessyon of the louer maad and compyled by Iohan Gower squyer ...",6912,Book,"Early English Books, 1475-1640 (STC)","Gower, John, 1325?-1408.",By me willyam Caxton,England,English,"Duff 166|Hain-Copinger 7835|Needham, P.  Printer & the pardoner, Cx 66|STC (2nd ed.) / 12142",British Library,Y,Y,Poetry,10/1/19
99842316,https://search.proquest.com/eebo/docview/2240861667,1483,The holy appostle and doctour of the peple saynt Poule sayth in his epystle. Alle that is wryten is wryten vnto our doctryne and for our lernyng  ...,6961,Book,"Early English Books, 1475-1640 (STC)","Jacobus, de Cassolis, fl. 1288-1322.|Caxton, William, ca. 1422-1491.",Printed by William Caxton,England,English,"Duff 82|GW 6533|Needham, P.  Printer & the pardoner, Cx 57|STC (2nd ed.) / 4921",British Library,Y,Y,Games and recreations,10/1/19
99843708,https://search.proquest.com/eebo/docview/2240857116,1483,In nomine sancte [and] indiuidue trinitatis. Amen. Incipit ordo Breuiarij: secundum morem et consuetudinem ecclesie Sarum [...],8458,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,Impressum per magistru[m] Reynaldu[m] denoui magio alamanum,Italy,Latin,Duff 61|STC (2nd ed.) / 15795,Biblioth&#x00E8;que nationale de France,Y,N,Religious,10/1/19
99844097,https://search.proquest.com/eebo/docview/2248507345,1483,Liber aggregationis seu liber secreto[rum] Alberti magni de virtutibus herba[rum] lapidum [et] animalium quorumd[am] Liber primus de viribus quarumd[am] herba[rum],8883,Book,"Early English Books, 1475-1640 (STC)","Anon.|Albertus, Magnus, Saint, 1193?-1280|Albertus, de Saxonia, d. 1390",Per me Wilhelmum de Mechlinia impressus in opulentissima ciuitate Londoniaru[m] iuxta pontem qui vulgariter dicitur flete brigge,England,Latin,STC (2nd ed.) / 258,Bodleian Library,Y,Y,Medical texts,10/1/19
99844409,https://search.proquest.com/eebo/docview/2240886411,1483,Hic incipit paruus Catho,9219,Book,"Early English Books, 1475-1640 (STC)","Anon.|Cato, Marcus Porcius, 234-149 B.C.|Burgh, Benedict.",W. Caxton,England,Latin,Duff 78|GW 6360|STC (2nd ed.) / 4852,British Library,Y,Y,History and chronicles|Literature|Classical authors,10/1/19
99844424,https://search.proquest.com/eebo/docview/2240886495,1483,The book of fame made by Gefferey Chaucer,9235,Book,"Early English Books, 1475-1640 (STC)","Chaucer, Geoffrey, d. 1400.",Enprynted by Wylliam Caxton,England,English,Duff 86|GW 6589|STC (2nd ed.) / 5087,British Library,Y,Y,Poetry,10/1/19
99844459,https://search.proquest.com/eebo/docview/2264207499,1483,[Canterbury tales],9274,Book,"Early English Books, 1475-1640 (STC)","Chaucer, Geoffrey, d. 1400.",W. Caxton,England,English,Duff 88|GW 6586|STC (2nd ed.) / 5083,British Library,Y,N,Poetry,10/1/19
99844494,https://search.proquest.com/eebo/docview/2240864598,1483,[Troilus and Criseyde],9311,Book,"Early English Books, 1475-1640 (STC)","Chaucer, Geoffrey, d. 1400.",W. Caxton,England,English,Duff 94|STC (2nd ed.) / 5094,British Library,Y,Y,Poetry,10/1/19
99844782,https://search.proquest.com/eebo/docview/2240879913,1483,"tHis day is callyd the first sonday of aduent, that is the sonday in cristys comyng Therfore holy chirche this day maketh mencion of ij comynges ...",9624,Book,"Early English Books, 1475-1640 (STC)","Mirk, John, fl. 1403?",Enprynted by wylliam Caxton at westmestre,England,English,"Duff 298, 299|Hain 7029|Needham, P.  Printer & the pardoner, Cx 54, 65, 85|STC (2nd ed.) / 17957",British Library,Y,N,Religious,10/1/19
99845417,https://search.proquest.com/eebo/docview/2240884383,1483,[Oratio pro T. Annio Milone],10314,Book,"Early English Books, 1475-1640 (STC)","Cicero, Marcus Tullius.",Theodoric Rood,England,Latin,Duff 104|STC (2nd ed.) / 5312,Bodleian Library,Y,N,Dialectics and rhetoric,10/1/19
99846082,https://search.proquest.com/eebo/docview/2240938754,1483,De termino hillarii anno henrici sexti .xxxiii,11021,Book,"Early English Books, 1475-1640 (STC)",Anon.,John Lettou and William de Machlinia,England,Romance (Other),"Beale, J.H.  Engl. law, R182|Duff 418|STC (2nd ed.) / 9731",British Library,Y,N,Jurisprudence|Literature,10/1/19
99846322,https://search.proquest.com/eebo/docview/2240894757,1483,[Compendium totius grammaticae],1134,Book,"Early English Books, 1475-1640 (STC)","Anwykyll, John.",Theodoric Rood and Thomas Hunte,England,Latin,"Duff 29|Madan, I, p. 3|STC (2nd ed.) / 696",Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99846877,https://search.proquest.com/eebo/docview/2240941926,1483,Here foloweth the copye of a lettre whyche maistre Alayn Charetier wrote to hys brother ... translated out of frensshe in to englysshe,11873,Book,"Early English Books, 1475-1640 (STC)","Chartier, Alain, 15th cent.|Caxton, William, ca. 1422-1491.",William Caxton,England,English,Duff 84|GW 6563|STC (2nd ed.) / 5057,British Library,Y,Y,"History and chronicles|Courtesy, civil conversation, etiquette, sumptuary",10/1/19
99846901,https://search.proquest.com/eebo/docview/2248514088,1483,[This book is intytled the pylgremage of the sowle translated oute of Frensshe in to Englysshe],11898,Book,"Early English Books, 1475-1640 (STC)","Guillaume, de Deguileville, 14th cent.|Lydgate, John, 1370?-1451?",By Wylliam Caxton,England,English,STC (2nd ed.) / 6474,Sion College Library,Y,N,Religious|History and chronicles|Literature,10/1/19
99847699,https://search.proquest.com/eebo/docview/2248516607,1483,[Secreta mulierum et virorum],12755,Book,"Early English Books, 1475-1640 (STC)","Albertus, Magnus, Saint, 1193?-1280.",William de Machlinia,England,Latin,Duff 10|GW 748|STC (2nd ed.) / 273,Cambridge University Library,Y,Y,Medical texts,10/1/19
99847790,https://search.proquest.com/eebo/docview/2240922202,1483,[Compendium totius grammaticae],12851,Book,"Early English Books, 1475-1640 (STC)","Anwykyll, John.",Theodoric Rood and Thomas Hunte,England,Latin,"Duff 28|GW 2262|Madan, I, p. 3|STC (2nd ed.) / 695",Cambridge University Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99850623,https://search.proquest.com/eebo/docview/2240857157,1483,Excitacio fidelis ad elemosinam faciendam A b[ea]to Augustino conscripta,15836,Book,"Early English Books, 1475-1640 (STC)","Augustine, Saint, Bishop of Hippo.",Theodoric Rood and Thomas Hunte,England,Latin,Duff 38|GW 2907|STC (2nd ed.) / 922,British Library,Y,Y,Religious,10/1/19
99856206,https://search.proquest.com/eebo/docview/2264219925,1483,[Ars minor],21733,Book,"Early English Books, 1475-1640 (STC)","Donatus, Aelius.",[W. de Machlinia,England,Latin,Duff 128|GW 8860|STC (2nd ed.) / 7014.5,,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99856429,https://search.proquest.com/eebo/docview/2240939874,1483,[Tenores nouelli.],21978,Book,"Early English Books, 1475-1640 (STC)","Littleton, Thomas, Sir, d. 1481.",[Impressi per me Wilhelmu[m] de machlinia in opulentissima ciuitate Londona[rum] iuxta ponte[m] qui vulgariter dicitur flete brigge,England,Romance (Other),STC (2nd ed.) / 15720,British Library,Y,N,Economics|Jurisprudence,10/1/19
