token,cluster,freq,token_len
"N,cc,8,a,Z",1,2,5
"N,cc,8,a,m",9,1,5
"N,cc,8,a,x",2,2,5
"N,cc,8,a,x,8,9",9,1,7
"N,cc,9",5,25,3
"N,cc,9,8,9",3,1,5
"N,cc,9?",5,1,3
"N,cc,?,N,cc,9",5,1,6
"N,cc,?^,c,c,9",3,1,6
"N,cc,N,9",3,1,4
"N,cc,a,Q",3,1,4
"N,cc,a,Z",2,1,4
"N,cc,a,Z,Q",3,1,5
"N,cc,a,m",3,3,4
"N,cc,a,n",3,1,4
"N,cc,a,x",3,2,4
"N,cc,a,x,8,9",5,1,6
"N,cc,c",0,1,3
"N,cc,c,2",6,1,4
"N,cc,c,8,9",0,24,5
"N,cc,c,8,9,8,9",7,1,7
"N,cc,c,8,9,N,a,Z,9",4,1,9
"N,cc,c,8,a,Z",1,1,6
"N,cc,c,9",5,23,4
"N,cc,c,M,a,Q",6,1,6
"N,cc,c,N,a,n",6,1,6
"N,cc,c,a,M",3,1,5
"N,cc,c,c,8,9",6,1,6
"N,cc,c,c,8,cc,8,9",9,1,8
"N,cc,c,c,9",5,5,5
"N,cc,c,c,N,9",4,1,6
"N,cc,c,c,o,2",0,1,6
"N,cc,c,c,o,Z",3,1,6
"N,cc,c,o",6,4,4
"N,cc,c,o,2",7,1,5
"N,cc,c,o,8,9",8,5,6
"N,cc,c,o,8,a,m",0,1,7
"N,cc,c,o,9,N,a,Z",1,1,8
"N,cc,c,o,Z",8,3,5
"N,cc,c,o,x",5,4,5
"N,cc,o",5,6,3
"N,cc,o,2",5,2,4
"N,cc,o,8",3,3,4
"N,cc,o,8,9",8,4,5
"N,cc,o,8,a,i",3,1,6
"N,cc,o,8,a,m",9,1,6
"N,cc,o,9",7,2,4
"N,cc,o,N,a,m",5,2,6
"N,cc,o,N,cc,9",3,1,6
"N,cc,o,Q",3,1,4
"N,cc,o,Z",5,20,4
"N,cc,o,Z,cc,o,Z",3,1,7
"N,cc,o,Z,o,Z",3,1,6
"N,cc,o,Z,x",3,1,5
"N,cc,o,a,Z",5,1,5
"N,cc,o,a,i",5,1,5
"N,cc,o,x",3,24,4
"N,cc,o,x,9",3,1,5
"N,cc,o,x,cc,8,a,Z",9,1,8
"N,cc,o,x,o,x",2,1,6
"N,cc,o?",2,1,3
"N,m",3,1,2
"N,o",8,2,2
"N,o,2",5,3,3
"N,o,2,9",9,1,4
"N,o,2,a,Z",3,1,5
"N,o,8",5,1,3
"N,o,8,8,9",3,1,5
"N,o,8,9",8,5,4
"N,o,8,a,Z,9",0,1,6
"N,o,8,a,m",2,4,5
"N,o,8,a,x",1,1,5
"N,o,8,a,x,cc,9",4,1,7
"N,o,8,c^c,c,9",3,1,6
"N,o,8,c^c,o,x",9,1,6
"N,o,8,x",2,1,4
"N,o,M,a,x,9",1,1,6
"N,o,M,cc,9",6,1,5
"N,o,M,cc,o,8,9",5,1,7
"N,o,M,o,8,9",8,1,6
"N,o,N,9,8,a,m",3,1,7
"N,o,N,a,Z",1,1,5
"N,o,N,a,m",3,1,5
"N,o,N,a,m?",3,1,5
"N,o,Z",2,17,3
"N,o,Z,8,a,m",2,1,6
"N,o,Z,9",6,1,4
"N,o,Z,a,Z,9",3,1,6
"N,o,Z,a,Z,?",5,1,6
"N,o,Z,a,c,M,c,9",2,1,8
"N,o,Z,a,m",3,2,5
"N,o,Z,a,m,9",9,1,6
"N,o,Z,cc,9",4,3,5
"N,o,Z,cc,o,x,P1,9",9,1,8
"N,o,Z,o,m",4,1,5
"N,o,Z,o,x",7,1,5
"N,o,a,Z,9,2,a,Z",3,1,8
"N,o,a,c,P2,cc,9",3,1,7
"N,o,a,i,Z",3,1,5
"N,o,a,m",2,3,4
"N,o,c,N,c,a,Z",2,1,7
"N,o,c,c,2",5,1,5
"N,o,c,c,o,Z,a,n",9,1,8
"N,o,c^c,c,M",3,1,5
"N,o,c^c,o,x,8,9",9,1,7
"N,o,cc,N,9",6,1,5
"N,o,cc,o,Z",2,1,5
"N,o,m",3,2,3
"N,o,x",5,27,3
"N,o,x,2,cc,c,c,2",3,1,8
"N,o,x,8,9",5,4,5
"N,o,x,8,a,Q",2,1,6
"N,o,x,8,a,Z,o,8",9,1,8
"N,o,x,8,a,x",3,2,6
"N,o,x,9",5,1,4
"N,o,x,9,N,9",5,1,6
"N,o,x,M,o,x,8,9",5,1,8
"N,o,x,N,9",1,1,5
"N,o,x,N,a,Z",9,1,6
"N,o,x,N,c,8,9",1,1,7
"N,o,x,P1,cc,8,9",9,1,7
"N,o,x,P2,9",6,1,5
"N,o,x,c,c,a,Z,o,x",7,1,9
"N,o,x,c^c,8",4,1,5
"N,o,x,c^c,c,2",9,1,6
"N,o,x,c^c,c,9",2,1,6
"N,o,x,c^c,c,o,x",2,1,7
"N,o,x,cc,8,9",1,1,6
"N,o,x,cc,c,2",9,1,6
"N,o,x,cc,c,8,9",1,1,7
"N,o,x,cc,c,9",9,1,6
"N,o,x,cc,c,c,9",2,1,7
"N,o,x,o,N,c,c,9",2,1,8
"N,o,x,o,Z",2,1,5
"N,o?,o,m",5,1,4
"N,x",5,2,2
P1,8,5,1
"P1,2,cc,c,8,a,x",1,1,7
"P1,8,9,N,a,n",7,1,6
"P1,8,c,c,cc,8,9",9,1,7
"P1,a,2",7,1,3
"P1,a,8?,9?,a,Q",7,1,6
"P1,a,?,9",5,1,4
"P1,a,Z",6,3,3
"P1,a,Z,8,a,Q",7,1,6
"P1,a,Z,9",7,1,4
"P1,a,cc,9,2",7,1,5
"P1,a,i,8,a,m",2,1,6
"P1,a,i,Z,a,x",6,1,6
"P1,a,n,2,a,Z",5,1,6
"P1,a,n,Z",7,1,4
"P1,c,c,8,x,9",8,1,6
"P1,c^c,8,a,Z",9,1,5
"P1,c^c,9,8,9",9,1,5
"P1,c^c,c,8,9",9,2,5
"P1,c^c,c,8,a",9,1,5
"P1,c^c,o,8,9",3,1,5
"P1,c^c,o,8,cc,9",3,1,6
"P1,c^c,o,Z",5,1,4
"P1,c^c,o,x,o,Q",3,1,6
"P1,cc,8",8,1,3
"P1,cc,8,9",1,3,4
"P1,cc,8,a,Z",7,1,5
"P1,cc,9",9,1,3
"P1,cc,a,Z",3,2,4
"P1,cc,a,m",9,1,4
"P1,cc,c,8,9",0,12,5
"P1,cc,c,8,9,2",1,1,6
"P1,cc,c,8,c,9",0,1,6
"P1,cc,c,8,o,x",9,1,6
"P1,cc,c,9",7,2,4
"P1,cc,c,P1,c,9",1,1,6
"P1,cc,c,c",3,1,4
"P1,cc,c,c,9",7,3,5
"P1,cc,c,c,M,9",9,1,6
"P1,cc,c,c,o",6,1,5
"P1,cc,c,c,o,8,9",2,1,7
"P1,cc,c,o,8,9",8,3,6
"P1,cc,c,o,8,a,x",1,1,7
"P1,cc,c,o,N,a,i,Z",0,1,8
"P1,cc,c,o,x,a,n",9,1,7
"P1,cc,o",9,2,3
"P1,cc,o,2",5,1,4
"P1,cc,o,8",2,1,4
"P1,cc,o,8,9",7,1,5
"P1,cc,o,8,a,m",8,2,6
"P1,cc,o,8,c,c,2",3,1,7
"P1,cc,o,9",8,1,4
"P1,cc,o,N,c^c,9",2,1,6
"P1,cc,o,N?,9",7,1,5
"P1,cc,o,Q,8,a,Z",5,1,7
"P1,cc,o,Z",7,2,4
"P1,cc,o,cc,o,Z",3,1,6
"P1,cc,o,x",7,2,4
"P1,cc,o,x,8,9",3,2,6
"P1,cc,o,x,9",3,1,5
"P1,o,8,a,i",3,1,5
"P1,o,8,a,x",9,1,5
"P1,o,Z",5,1,3
"P1,o,Z,c^c,c,9",4,1,6
"P1,o,a,Z",5,2,4
"P1,o,c,c,a,Z",5,1,6
"P1,o,cc,o,P1",3,1,5
"P1,o,cc,o,Z",3,1,5
"P1,o,x",9,2,3
"P1,o,x,2,o,m",9,1,6
"P1,o,x,8",8,1,4
"P1,o,x,8,a,m",3,1,6
"P1,o,x,Z",3,1,4
"P1,o,x,a,m",0,1,5
"P1,o,x,c,N,cc,9",8,1,7
"P1,o,x,c^c,o",3,1,5
"P1,o,x,cc,2,a,Z",4,1,7
"P1,o,x,cc,c,9",9,1,6
"P1,o,x,cc,o,x",3,1,6
"P1,o,x,o,Z",8,1,5
"P1,o,x,o,Z,a,Z,o,Q",9,1,9
P2,5,3,1
"P2,2,a,x,a,Z",6,1,6
"P2,8,2,a,i,Z,9",9,1,7
"P2,8,9,cc,o,m",3,1,6
"P2,8,Z,a,i,Z,8,9",9,1,8
"P2,8,a,Z",7,2,4
"P2,8,a,i,Z",7,1,5
"P2,8,a,m",0,2,4
"P2,8,a,n,9",9,1,5
"P2,8,a,x",9,1,4
"P2,8,a,x,c^c,8,9",1,1,7
"P2,8,a,x,c^c,o,Z",1,1,7
"P2,8,c^c,c,o,8,9",1,1,7
"P2,8,o,x",9,1,4
"P2,9,2,a,m,o,Z",3,1,7
"P2,9,8,?,c,9",2,1,6
"P2,9,8,a,Z",9,1,5
"P2,9,8,a,m",3,2,5
"P2,9,8,a,x,9",3,1,6
"P2,9,8,c,c,9",6,1,6
"P2,9,8,cc,8,o,Q",3,1,7
"P2,9,N,9,8,a,x",9,1,7
"P2,9,N,c,8,9",1,1,6
"P2,9,N,c,o,Z",9,1,6
"P2,9,cc,8,a,Z",1,1,6
"P2,9,cc,a,x",0,1,5
"P2,9,cc,o,Z,9",1,1,6
"P2,9,o,a,x,9",9,1,6
"P2,?,c,9",9,1,4
"P2,?,m",3,1,3
"P2,a,8,a,Z",4,1,5
"P2,a,Q",1,1,3
"P2,a,Z",8,5,3
"P2,a,Z,8,9",7,1,5
"P2,a,Z,a,8,a,Q",7,1,7
"P2,a,Z,a,Z",7,1,5
"P2,a,Z,a,i,2",7,1,6
"P2,a,Z,a,m",9,1,5
"P2,a,Z,a,n",1,1,5
"P2,a,Z,c^c,c,c,9",6,1,7
"P2,a,Z,cc,8,9",1,1,6
"P2,a,Z,cc,o,Z",3,1,6
"P2,a,Z,o,8,9",4,1,6
"P2,a,Z,o,Z,a,m",6,1,7
"P2,a,i,2,a,Z",7,1,6
"P2,a,i,2,a,n",6,1,6
"P2,a,i,2,o,8,9",1,1,7
"P2,a,i,Z",7,2,4
"P2,a,i,Z,a,Z",1,1,6
"P2,a,i,Z,a,x",6,1,6
"P2,a,i,cc,9",8,1,5
"P2,a,m",7,9,3
"P2,a,n,2",6,1,4
"P2,a,n,Z",7,1,4
"P2,a,x",6,3,3
"P2,a,x,2,a,i,2,9",7,1,8
"P2,a,x,9",1,1,4
"P2,a,x,N,c,c,o",6,1,7
"P2,a,x,a,Z",8,1,5
"P2,a,x,c^c,2,a,Z",9,1,7
"P2,a,x,cc,8",0,1,5
"P2,a,x,cc,a,Z",7,1,6
"P2,c,c,8",9,1,4
"P2,c,c^c,9",9,1,4
"P2,c?,o,Z",6,1,4
"P2,c^c,8,9",1,1,4
"P2,c^c,8,a,Z",1,2,5
"P2,c^c,8,a,m",9,1,5
"P2,c^c,8,a,x",3,1,5
"P2,c^c,9",9,1,3
"P2,c^c,a,Z",1,1,4
"P2,c^c,a,m+",3,1,4
"P2,c^c,c,2,9",1,1,5
"P2,c^c,c,8,9",4,3,5
"P2,c^c,c,8,a,Z",6,1,6
"P2,c^c,c,8,a,m",4,1,6
"P2,c^c,c,a,x,8,9",1,1,7
"P2,c^c,c,c,8,9",4,1,6
"P2,c^c,c,c,9",4,1,5
"P2,c^c,c,o,2,c^c,c,c,o,Z",9,1,10
"P2,c^c,c,o,8,9",7,4,6
"P2,c^c,c,o,8,a,Z",0,1,7
"P2,c^c,c,o,8,a,x,o",1,1,8
"P2,c^c,c,o,8,c^c,9",9,1,7
"P2,c^c,c,o,M",2,1,5
"P2,c^c,c,o,N,9",9,1,6
"P2,c^c,c,o,Z",1,1,5
"P2,c^c,c,o,c,P2,o,a,n",5,1,9
"P2,c^c,c,o,x,8,9",9,1,7
"P2,c^c,o,8",5,1,4
"P2,c^c,o,8,9",9,1,5
"P2,c^c,o,8,a,m",9,2,6
"P2,c^c,o,8,a,x,o,2",9,1,8
"P2,c^c,o,Z,o,x",1,1,6
"P2,c^c,o,a,i,2",4,1,6
"P2,c^c,o,a,n",9,1,5
"P2,c^c,o,x",4,5,4
"P2,cc,2,c,8",0,1,5
"P2,cc,8,9",1,8,4
"P2,cc,8,a,Q",0,2,5
"P2,cc,8,a,Z",9,5,5
"P2,cc,8,a,Z,o,8,9",9,1,8
"P2,cc,8,a,i,Z",1,4,6
"P2,cc,8,a,i,Z,o,Z",1,1,8
"P2,cc,8,a,m",9,3,5
"P2,cc,8,a,x",0,1,5
"P2,cc,8,o,m",9,1,5
"P2,cc,8,o,x",1,2,5
"P2,cc,8,x,a,Z",3,1,6
"P2,cc,9",4,3,3
"P2,cc,9,N,a,Z",7,1,6
"P2,cc,M,cc,8,9",7,1,6
"P2,cc,Z,a,m",3,1,5
"P2,cc,a,P1?,8,a,i",3,1,7
"P2,cc,a,Z",2,3,4
"P2,cc,a,Z,a,x,o,Z",6,1,8
"P2,cc,a,Z,o,2,9",9,1,7
"P2,cc,a,i,Z",3,1,5
"P2,cc,a,m",9,1,4
"P2,cc,a,x",6,2,4
"P2,cc,a,x,c^c,a,x",6,1,7
"P2,cc,a,x,x,o,Z,o,Z",6,1,9
"P2,cc,c,2,P1,cc,9",9,1,7
"P2,cc,c,8",7,1,4
"P2,cc,c,8,9",4,34,5
"P2,cc,c,8,9,P2,a,m",2,1,8
"P2,cc,c,8,a,Z",1,10,6
"P2,cc,c,8,a,i,Z,2",9,1,8
"P2,cc,c,8,a,m",1,3,6
"P2,cc,c,8,a,n",4,2,6
"P2,cc,c,8,a,x",0,4,6
"P2,cc,c,8,a,x,c^c,8,9",9,1,9
"P2,cc,c,8,c,9",0,1,6
"P2,cc,c,8,cc,8,9",0,1,7
"P2,cc,c,9",4,9,4
"P2,cc,c,P1,c,8,9",4,1,7
"P2,cc,c,a,Q",1,1,5
"P2,cc,c,a,Z",9,2,5
"P2,cc,c,c,8",9,1,5
"P2,cc,c,c,8,9",0,1,6
"P2,cc,c,c,9",9,3,5
"P2,cc,c,c,?,c,9",9,1,7
"P2,cc,c,c,P?,c,c,9",6,1,8
"P2,cc,c,c,o,8,9",9,2,7
"P2,cc,c,c^c,8",0,1,5
"P2,cc,c,o",9,2,4
"P2,cc,c,o,2",9,3,5
"P2,cc,c,o,8,9",8,5,6
"P2,cc,c,o,8,a,Z",9,2,7
"P2,cc,c,o,8,a,i,Z",1,1,8
"P2,cc,c,o,8,a,m",7,1,7
"P2,cc,c,o,8,a,n",9,1,7
"P2,cc,c,o,8,a,x",8,1,7
"P2,cc,c,o,8,cc,9",1,1,7
"P2,cc,c,o,9",9,1,5
"P2,cc,c,o,N,c,c,9",0,1,8
"P2,cc,c,o,Z",8,3,5
"P2,cc,c,o,c,N,c,9",9,1,8
"P2,cc,c,o,c,P2,c,9",1,1,8
"P2,cc,c,o,c,P2,cc,9",9,1,8
"P2,cc,c,o,o,Z",1,1,6
"P2,cc,c,o,x",6,12,5
"P2,cc,c,o,x,8,o,Q",3,1,8
"P2,cc,c,o,x,9",3,1,6
"P2,cc,c,o,x,N,a,x",4,1,8
"P2,cc,c^,9",7,1,4
"P2,cc,c^?,o?,x",1,1,5
"P2,cc,c^c,9",9,1,4
"P2,cc,o",1,2,3
"P2,cc,o,2,o,2",8,1,6
"P2,cc,o,8",6,1,4
"P2,cc,o,8,9",9,5,5
"P2,cc,o,8,a,Z",9,2,6
"P2,cc,o,8,a,i,Z",9,1,7
"P2,cc,o,8,a,m",5,5,6
"P2,cc,o,8,a,n",0,3,6
"P2,cc,o,8,a,x",2,1,6
"P2,cc,o,8,o,x",9,2,6
"P2,cc,o,M,cc,9",3,1,6
"P2,cc,o,P1",7,1,4
"P2,cc,o,P1,a,Z",0,1,6
"P2,cc,o,P2,9,cc,9",8,1,7
"P2,cc,o,Q",3,1,4
"P2,cc,o,Z",1,10,4
"P2,cc,o,Z,a,m?",0,1,6
"P2,cc,o,Z,o,Z",2,1,6
"P2,cc,o,c,M,a,x",1,1,7
"P2,cc,o,c,M,c,9",3,3,7
"P2,cc,o,c,M,c,c,o,8,9",0,1,10
"P2,cc,o,c,M,o",5,1,6
"P2,cc,o,o,m",9,1,5
"P2,cc,o,x",2,8,4
"P2,cc,o,x,9",5,2,5
"P2,cc,o,x,N,9",0,2,6
"P2,cc,o,x,N,a,x",7,1,7
"P2,cc,o,x,N,c,c,8,9",9,1,9
"P2,cc,o,x,N,cc,8,9",4,1,8
"P2,cc,o,x,c^c,c,8,9",1,1,8
"P2,cc,o,x,o,Z",7,1,6
"P2,o,2,a,i,Z,9",9,1,7
"P2,o,2,a,m",3,1,5
"P2,o,2,a,x,c^c,9",4,1,7
"P2,o,2,c^c,c,o,8,9",9,1,8
"P2,o,8,9",1,2,4
"P2,o,8,?,2",0,1,5
"P2,o,8,N,o,2",1,1,6
"P2,o,8,a,Z",4,1,5
"P2,o,8,a,Z,o,a,Z",9,1,8
"P2,o,8,a,cc,?,c,9",2,1,8
"P2,o,8,a,i,Z",9,1,6
"P2,o,8,a,m",9,6,5
"P2,o,8,a,n,Z",9,1,6
"P2,o,8,c,c,c^c,o",9,1,7
"P2,o,8,c^c,c,8,9",9,1,7
"P2,o,8,cc,c,9",9,1,6
"P2,o,8,i,Z,o,x",2,1,7
"P2,o,M,cc,o,N,a,Z",9,1,8
"P2,o,M,o,9",3,1,5
"P2,o,N,a,Z",6,1,5
"P2,o,N,a,n",0,1,5
"P2,o,N,c,c,9",9,1,6
"P2,o,P1,o,cc,c,9",5,1,7
"P2,o,Z",2,4,3
"P2,o,Z,a,Z,cc,9",0,1,7
"P2,o,Z,a,Z,o,Z",6,1,7
"P2,o,Z,a,cc,o,x",8,1,7
"P2,o,Z,a,i,Z",7,1,6
"P2,o,Z,a,m",7,3,5
"P2,o,Z,a,m,8,9",8,1,7
"P2,o,Z,a,n",4,1,5
"P2,o,Z,a,x",8,1,5
"P2,o,Z,c^c,o,x,2",9,1,7
"P2,o,Z,o,Z",3,1,5
"P2,o,Z,o,Z,9",2,1,6
"P2,o,Z,o,x",1,1,5
"P2,o,a,Z",9,1,4
"P2,o,a,Z,a,x,cc,o,Z",1,1,9
"P2,o,a,Z,a,x,o,Z,a,Z",0,1,10
"P2,o,a,m",2,1,4
"P2,o,a,x,9",9,1,5
"P2,o,a,x,c^c,2,a,x",9,1,8
"P2,o,a,x,o,2,9",6,1,7
"P2,o,c,8,a,i,2",3,1,7
"P2,o,c,c,a,Z",2,1,6
"P2,o,c,c,o,Z",4,1,6
"P2,o,c,c,o,c,N,c,c,9",8,1,10
"P2,o,c,o,N,c,c,9",4,1,8
"P2,o,c^c,c,o,2",7,1,6
"P2,o,c^c,c,o,Z",3,1,6
"P2,o,c^c,o,8,9",3,1,6
"P2,o,c^c,o,x",3,1,5
"P2,o,cc,a,?",3,1,5
"P2,o,cc,a,?,Z",5,1,6
"P2,o,cc,a,Z,a,x",0,1,7
"P2,o,cc,c,8,9",9,2,6
"P2,o,cc,c,9",6,1,5
"P2,o,cc,c,o,8,9",9,1,7
"P2,o,cc,o,Z",9,1,5
"P2,o,m",1,2,3
"P2,o,n,2",2,1,4
"P2,o,x",4,15,3
"P2,o,x,8,9",2,1,5
"P2,o,x,8,a,N,9",1,1,7
"P2,o,x,8,a,Z",4,1,6
"P2,o,x,8,a,Z,a,i,Z,o,x",2,1,11
"P2,o,x,8,a,m",8,1,6
"P2,o,x,8,c^c,c,8,9",1,1,8
"P2,o,x,8,cc,o,8,9",3,1,8
"P2,o,x,9",0,1,4
"P2,o,x,9,c^c,9",3,1,6
"P2,o,x,M,c,c^c,o,x",3,1,8
"P2,o,x,N,9",3,1,5
"P2,o,x,N,c,8,9",4,1,7
"P2,o,x,N,c,c,8,9",8,1,8
"P2,o,x,N,c,c,8,a,x",9,1,9
"P2,o,x,N,c,c,9",9,2,7
"P2,o,x,N,c,c,c,9",9,1,8
"P2,o,x,N,m",6,1,5
"P2,o,x,a,Z",7,2,5
"P2,o,x,a,Z,a,Z",1,2,7
"P2,o,x,a,Z?,a,Z",1,1,7
"P2,o,x,a,i,Z,9",9,1,7
"P2,o,x,a,m",0,8,5
"P2,o,x,a,x",9,2,5
"P2,o,x,a,x,cc,8,9",9,1,8
"P2,o,x,c,c,8,a,Z,a,i",7,1,10
"P2,o,x,c^c,8,a,x",1,1,7
"P2,o,x,c^c,9",1,3,5
"P2,o,x,c^c,c,8,9",4,1,7
"P2,o,x,c^c,c,8,a,m",0,1,8
"P2,o,x,c^c,o,Z",1,1,6
"P2,o,x,c^c,o,x",3,1,6
"P2,o,x,cc,2",9,1,5
"P2,o,x,cc,8,9",1,2,6
"P2,o,x,cc,9",6,1,5
"P2,o,x,cc,a,Z",7,1,6
"P2,o,x,cc,a,x",1,1,6
"P2,o,x,cc,c,8",4,2,6
"P2,o,x,cc,c,8,9",4,6,7
"P2,o,x,cc,c,9",4,2,6
"P2,o,x,cc,c,cc,9",0,1,7
"P2,o,x,cc,c,o,x,N,a,n",2,1,10
"P2,o,x,cc,o,Z",8,1,6
"P2,o,x,cc,o,x",2,1,6
"P2,o,x,cc,x,2",4,1,6
"P2,o,x,o,Z",0,2,5
"P2,o,x,o,x,c^c,9",3,1,7
"P2,o,x,x,a,m",4,1,6
"P2,o?,M,o,x",3,1,5
"P2?,a,m,8,a,Z",9,1,6
"P2?,o,x,M,c,c,8,9",9,1,8
Q,3,10,1
"Q,a,m",3,1,3
"Q,a,x",0,1,3
V,9,1,1
"V^,9,8,a,n",9,1,5
Y,0,3,1
"Y,a,Z",9,1,3
"Y,a,Z,a,x,x,9",9,1,7
"Y,a,x,o,c,c,c,2",9,1,8
"Y,o,Z,a,m",4,1,5
"Y,o,m",1,1,3
"Y,o,x",7,1,3
Z,6,101,1
"Z,9",1,12,2
"Z,9,cc,o,2",2,1,5
"Z,N,9",0,1,3
"Z,N,a,Z",6,1,4
"Z,N,a,x",7,1,4
"Z,N,c,c,9",6,1,5
"Z,N,cc,8,9",1,1,5
"Z,P1,?,Q",4,1,4
"Z,P2,cc,c,9",6,1,5
"Z,a,Q",0,11,3
"Z,a,Q,c^c,9",4,1,5
"Z,a,Z",6,15,3
"Z,a,Z,9",0,3,4
"Z,a,Z,a,Q",6,2,5
"Z,a,Z,a,m",8,7,5
"Z,a,Z,a,x",6,3,5
"Z,a,Z,a,x,cc,x",6,1,7
"Z,a,c,M,9",0,1,5
"Z,a,c,M,c,9",6,1,6
"Z,a,c,M,c,M,9",6,1,7
"Z,a,c,P1,9",0,1,5
"Z,a,i,2",6,3,4
"Z,a,i,N,cc,9",7,1,6
"Z,a,i,Z",0,2,4
"Z,a,m",0,58,3
"Z,a,m+",4,1,3
"Z,a,m?",4,1,3
"Z,a,n",6,20,3
"Z,a,n?",6,1,3
"Z,a,x",4,14,3
"Z,a,x,9",4,2,4
"Z,a,x,cc,2",6,1,5
"Z,a,x,cc,9",4,1,5
"Z,a,x,cc,c,9",0,1,6
"Z,a,x,cc,x",1,1,5
"Z,a,x,o,Q",0,1,5
"Z,c,a,?,a,n",8,1,6
"Z,c,c,9",9,1,4
"Z,c,c,c,9",4,1,5
"Z,c?",9,1,2
"Z,c^c,c,8",9,1,4
"Z,c^c,c,8,9",1,5,5
"Z,c^c,c,9",4,2,4
"Z,c^c,c,a,x",0,1,5
"Z,c^c,c,c,8,9",0,3,6
"Z,c^c,c,c,8,a,Z",4,1,7
"Z,c^c,c,o,8,a,Z",7,1,7
"Z,c^c,c,o,x",4,1,5
"Z,c^c,o,Z",3,1,4
"Z,cc",2,1,2
"Z,cc,2",6,1,3
"Z,cc,2,9",8,1,4
"Z,cc,2,c,c,2,9",5,1,7
"Z,cc,9",3,2,3
"Z,cc,Z",4,2,3
"Z,cc,c,2",0,2,4
"Z,cc,c,8",4,1,4
"Z,cc,c,8,9",0,10,5
"Z,cc,c,8,a,Z",6,1,6
"Z,cc,c,9",4,9,4
"Z,cc,c,N,9",1,2,5
"Z,cc,c,a,x,8",4,1,6
"Z,cc,c,a,x,cc,a,Q",5,1,8
"Z,cc,c,c,2",9,1,5
"Z,cc,c,c,9",9,5,5
"Z,cc,c,c,?",0,1,5
"Z,cc,c,c,M,c,9",0,1,7
"Z,cc,c,c,o",0,1,5
"Z,cc,o,2",4,1,4
"Z,cc,o,8,9",5,1,5
"Z,cc,x",9,1,3
"Z,o",6,9,2
"Z,o,2,9",1,1,4
"Z,o,8",0,1,3
"Z,o,8,9",6,2,4
"Z,o,8,a,Q",6,2,5
"Z,o,8,a,m",5,3,5
"Z,o,8,a,n",1,1,5
"Z,o,8,c,c,8,9",7,1,7
"Z,o,?,9",3,1,4
"Z,o,M,9,8,9",0,1,6
"Z,o,M,a,m",0,1,5
"Z,o,N,9,8",8,1,5
"Z,o,N,a,i,Y",7,1,6
"Z,o,N,c,c,8,9",4,1,7
"Z,o,P1,cc,a,Q",4,1,6
"Z,o,Q",4,3,3
"Z,o,Z",0,17,3
"Z,o,Z,9",7,1,4
"Z,o,Z,a,Z,o,x",1,1,7
"Z,o,Z,a,x",1,1,5
"Z,o,Z,o,x",4,3,5
"Z,o,cc,9",5,1,4
"Z,o,m",1,4,3
"Z,o,n,2",6,1,4
"Z,o,n,2,o,N,9",1,1,7
"Z,o,x",4,19,3
"Z,o,x,9",4,2,4
"Z,o,x,M,a,n",6,1,6
"Z,o,x,N,9",7,1,5
"Z,o,x,c^c,c,c,8,9",7,1,8
"Z,o,x,cc,9",6,1,5
"Z,o,x,cc,c,8,9",4,1,7
"Z,x",0,1,2
"Z,x,2",6,1,3
"Z?,o,i,Z",6,1,4
a,6,3,1
"a,2",0,7,2
"a,2,9",1,1,3
"a,2,a,n",1,1,4
"a,2,m",2,1,3
"a,2,o,Q",6,1,4
"a,8,9",4,2,3
"a,8,a,Q",8,2,4
"a,8,a,x",4,1,4
"a,8,c,c,o,8,9",1,1,7
"a,8,o,Z",2,1,4
"a,8?,a,i,Z,a,Q",2,1,7
"a,?,9",5,1,3
"a,?,P1,c,c,9",9,1,6
"a,?,P2,c,c,9",9,1,6
"a,?,a,Z,a,x,2",8,1,7
"a,?,a,x",5,1,4
"a,?,m",7,1,3
"a,M,9",6,1,3
"a,M,a,m",1,1,4
"a,M,a,x",1,2,4
"a,M,o,x,Q",5,1,5
"a,N",1,1,2
"a,N,9",1,2,3
"a,N,a,2",0,1,4
"a,N,a,Z",4,1,4
"a,N,a,i,Z",8,1,5
"a,N,a,m",0,1,4
"a,N,a,n",7,1,4
"a,N,a,n,N,9",7,1,6
"a,N,a,x",6,1,4
"a,N,a,x,8,o,8,9",9,1,8
"a,N,a,x,9",7,1,5
"a,N,c,9",4,1,4
"a,N,c,o",2,1,4
"a,N,c,o,Q",6,1,5
"a,N,cc,9",6,1,4
"a,N,cc,c,8,9",6,1,6
"a,N,cc,c,c,9",6,1,6
"a,P2,9",9,1,3
"a,P2,o,Z,a,i,Z",9,1,7
"a,Q",7,65,2
"a,Q,8",4,1,3
"a,Q,Q",1,1,3
"a,Q,a,Q",1,1,4
"a,Q,a,i",6,1,4
"a,Q,c,Q",2,1,4
"a,Q,cc,9",6,1,4
"a,Q,o,8",8,1,4
"a,Q,o,Q",6,1,4
"a,Q?,cc,Q?",6,1,4
"a,Y,o,Z",4,1,4
"a,Y,o,c,N,c,c,9",6,1,8
"a,Z",7,267,2
"a,Z,9",7,16,3
"a,Z,a,8",6,1,4
"a,Z,a,Q",7,8,4
"a,Z,a,Z",1,4,4
"a,Z,a,Z,9",6,1,5
"a,Z,a,Z,a,Q",7,1,6
"a,Z,a,Z,cc,o,8,a,m",1,1,9
"a,Z,a,Z,o,9",5,1,6
"a,Z,a,i",0,2,4
